gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
DDB_G0267178	18.19546	-0.09712418	0.38741539	0.5505943	0.7347337
DDB_G0267180	23.11816	0.1739469	0.50483778	0.2932629	0.4974444
DDB_G0267182	124.1576	0.2768337	0.49552828	0.1486	0.3181789
DDB_G0267184	12.9091	0.05554479	0.36608333	0.7288913	0.8573403
DDB_G0267188	39.75294	-0.6502435	0.54672825	0.01371825	0.05667619
DDB_G0267190	0.2828123	-0.03217365	0.61064959	0.7247342	NA
DDB_G0267194	6.174171	-0.03172482	0.40519677	0.8367311	0.9170455
DDB_G0267196	10.22142	0.2553269	0.45227862	0.1745036	0.3543291
DDB_G0267198	5.024513	-0.06571155	0.39608948	0.677547	0.8229493
DDB_G0267200	1.31386	0.09718825	0.55854022	0.4648595	NA
DDB_G0267206	8.24092	0.1782554	0.45332142	0.2988678	0.5036658
DDB_G0267208	14.66477	0.1322299	0.42738672	0.4215523	0.6297325
DDB_G0267210	322.8514	-0.02390821	0.34150275	0.8814899	0.9392788
DDB_G0267212	24.58007	0.03882942	0.34727887	0.808974	0.9014003
DDB_G0267214	0.5593228	0.03779055	0.61142127	0.6822481	NA
DDB_G0267216	2.229951	0.2000941	0.57818151	0.2213579	NA
DDB_G0267222	8.624927	0.3040038	0.50153958	0.1239984	0.2806946
DDB_G0267224	0.8928151	0.2041257	0.68848388	0.149725	NA
DDB_G0267226	3.412134	0.4050435	0.70301438	0.06207584	0.17217
DDB_G0267228	8.394492	0.844224	1.34255798	0.004949982	0.02641239
DDB_G0267230	49.96452	0.414466	0.7344443	0.05734539	0.1624042
DDB_G0267234	7.06718	0.1275707	0.43633892	0.4329899	0.6391999
DDB_G0267236	18919.8	-1.780133	0.139367	6.183884e-39	4.65028e-36
DDB_G0267238	3498.141	-1.420881	0.16988584	4.889907e-19	1.282748e-16
DDB_G0267240	109.9742	-0.1656418	0.27531012	0.3162324	0.5218112
DDB_G0267242	52.76102	-0.1484673	0.3973198	0.3818226	0.5906417
DDB_G0267244	313.1708	0.0973328	0.35759767	0.5547528	0.7377608
DDB_G0267246	60.5779	-0.1713597	0.37121983	0.3252803	0.5315315
DDB_G0267248	19.81589	-0.1967066	0.40766414	0.2683897	0.4709032
DDB_G0267250	25.78073	0.2669602	0.31137838	0.1394035	0.3053935
DDB_G0267252	66.7407	-0.0524813	0.34153142	0.745467	0.8649567
DDB_G0267258	183.2067	-0.2640276	0.40917475	0.1636724	0.3392567
DDB_G0267260	61.71557	-0.1686269	0.36458358	0.3319805	0.5382268
DDB_G0267262	44.70772	-0.1867954	0.39249912	0.289539	0.4935772
DDB_G0267264	2.145946	-0.04745435	0.49484511	0.7317989	NA
DDB_G0267272	1.962897	0.04317393	0.48453531	0.7582706	NA
DDB_G0267274	0.897416	0.003201991	0.53132072	0.9794775	NA
DDB_G0267280	0.232526	0.03385647	0.61228724	0.709203	NA
DDB_G0267282	13.20993	-0.2455583	0.35580796	0.1821618	0.3651653
DDB_G0267286	1.291408	-0.02914592	0.55948297	0.8017458	NA
DDB_G0267292	2916.904	-0.6989744	0.16153716	1.396526e-06	3.144273e-05
DDB_G0267294	2164.151	-0.0124474	0.31951985	0.9382952	0.9670546
DDB_G0267296	120.0161	-0.07439776	0.19805523	0.5957186	0.7676155
DDB_G0267300	84.45902	0.05821592	0.39057154	0.7124414	0.8466433
DDB_G0267302	0.1349773	0.03265114	0.61192028	0.7189	NA
DDB_G0267304	70.86599	0.3801044	0.5901701	0.07592244	0.1978425
DDB_G0267306	14.48877	0.04529397	0.37149341	0.7757684	0.8831921
DDB_G0267308	0.1716057	-0.01037536	0.60689169	0.9084701	NA
DDB_G0267310	33.69671	-0.01100627	0.2546854	0.9434152	0.9697214
DDB_G0267314	120.0064	-0.5413223	0.25998623	0.00391794	0.02184595
DDB_G0267316	1.230131	0.08878782	0.53457048	0.5169478	NA
DDB_G0267320	3.751953	0.03339072	0.39965018	0.8292677	0.9127771
DDB_G0267322	68.56887	-1.35382	0.48857102	5.556764e-05	0.0007221232
DDB_G0267324	19.69927	-0.1333798	0.36021892	0.4301135	0.6366847
DDB_G0267326	120.6705	-0.09010267	0.35655145	0.5828822	0.7582172
DDB_G0267328	314.9804	-0.6792713	0.59398172	0.01306036	0.05456329
DDB_G0267330	41.65181	-0.2030863	0.3982496	0.2566431	0.4579867
DDB_G0267332	4.961593	-0.082287	0.45664091	0.5871719	0.7614738
DDB_G0267334	3.417138	0.09272655	0.43340238	0.5543134	0.7376774
DDB_G0267336	8.783189	0.4280047	0.66468176	0.05703866	0.1618606
DDB_G0267338	0.5934504	-0.02075398	0.57302351	0.8493724	NA
DDB_G0267342	164.7608	-0.2755328	0.37838257	0.1468513	0.316183
DDB_G0267344	11.51482	0.3632689	0.59890821	0.08332994	0.2108483
DDB_G0267346	6.705831	0.1027375	0.4178138	0.5218697	0.7136742
DDB_G0267348	0.930104	0.08652086	0.64106129	0.3657199	NA
DDB_G0267350	0.8539257	0.01462179	0.59800823	0.8788052	NA
DDB_G0267352	50.38738	0.5613379	0.30644858	0.006426269	0.03202794
DDB_G0267354	186.0574	0.2172589	0.22889758	0.1618733	0.3370119
DDB_G0267356	2766.819	2.666892	0.63808357	3.930729e-07	1.063179e-05
DDB_G0267358	365.969	0.6964647	1.95447458	0.001763496	0.01173378
DDB_G0267360	1.018098	0.03017868	0.59536153	0.7619451	NA
DDB_G0267362	1555.63	6.228883	1.69222948	5.634427e-09	2.562756e-07
DDB_G0267366	232.6225	2.359609	0.73233425	9.132059e-06	0.0001556037
DDB_G0267368	1173.564	2.568579	0.73484458	3.957138e-06	7.809762e-05
DDB_G0267370	53.06472	0.07043846	0.25721044	0.6531471	0.8067783
DDB_G0267372	75.57476	0.2583313	0.48773973	0.1686869	0.3469076
DDB_G0267374	4867.311	-0.3722188	0.08318649	1.25887e-06	2.880335e-05
DDB_G0267376	1742.587	-0.5164385	0.12887539	6.969893e-06	0.0001240069
DDB_G0267378	45.27961	-2.859649	0.44706778	4.597029e-12	3.677623e-10
DDB_G0267380	15873.34	-0.06127757	0.16874104	0.6328752	0.7935365
DDB_G0267382	29331.08	-0.6063847	0.13323058	5.870955e-07	1.49154e-05
DDB_G0267384	1014.804	-0.02524652	0.10631084	0.7879546	0.8892121
DDB_G0267386	8235.679	0.1437035	0.15555393	0.2409421	0.4398352
DDB_G0267388	253.5094	-0.02299306	0.13866515	0.8394492	0.9181603
DDB_G0267390	3022.281	-0.05008081	0.09796065	0.5693306	0.7495906
DDB_G0267392	401.4302	-0.1590266	0.12285752	0.1272265	0.2861074
DDB_G0267394	1850.005	0.7715393	0.20857608	1.392722e-05	0.0002206803
DDB_G0267396	224.6863	0.08143399	0.16647536	0.5226235	0.7140496
DDB_G0267398	3351.439	-0.6275219	0.31253301	0.003327761	0.01935902
DDB_G0267400	37937.2	0.1202641	0.16399546	0.3417722	0.5496422
DDB_G0267402	8678.519	0.461522	0.16316456	0.0006194216	0.005126247
DDB_G0267404	754.784	-0.06370517	0.13966605	0.5764297	0.7537912
DDB_G0267406	2150.946	-0.03752414	0.08982648	0.6474128	0.8025073
DDB_G0267408	1396.355	0.1490583	0.12224951	0.1514276	0.322649
DDB_G0267410	748.6035	0.2376906	0.14511607	0.04343465	0.1328253
DDB_G0267412	568.1054	-1.976352	1.53765003	0.0006199892	0.005127183
DDB_G0267414	370.4608	0.02718263	0.18366679	0.8396844	0.9182423
DDB_G0267416	1364.211	0.3457444	0.25435678	0.04364467	0.1332734
DDB_G0267418	77388	-0.238117	0.1403667	0.03835357	0.1211504
DDB_G0267420	1625.794	-0.4559304	0.17868935	0.001484089	0.01028559
DDB_G0267422	1653.863	0.0127914	0.10172913	0.8878688	0.9427808
DDB_G0267424	641.8364	-0.5012682	0.15684739	0.0001623994	0.001721678
DDB_G0267426	2358.809	-0.3301313	0.10102239	0.0002447813	0.002422047
DDB_G0267428	465.8586	0.03911169	0.15296078	0.7462208	0.8652242
DDB_G0267430	285.5571	-0.03911027	0.1782514	0.7674119	0.8783959
DDB_G0267432	851.4921	1.24698	0.26762719	3.765121e-08	1.42042e-06
DDB_G0267434	121.9632	0.1807563	0.25444858	0.2626321	0.4643693
DDB_G0267436	6551.599	0.6142999	0.27667421	0.002120396	0.0135054
DDB_G0267438	3294.761	0.213479	0.11139675	0.02745196	0.09435043
DDB_G0267440	219.136	-0.3509513	0.2514801	0.03977232	0.1245508
DDB_G0267442	297.4522	0.0120679	0.11818609	0.9054505	0.9511541
DDB_G0267444	7063.424	0.1329819	0.17696159	0.3157611	0.5213386
DDB_G0267446	764.207	-0.5656765	0.22401109	0.00112502	0.008261868
DDB_G0267448	1199.702	0.1194995	0.15756809	0.3328498	0.5389251
DDB_G0267450	2862.85	-0.1818881	0.10588446	0.05084083	0.1490732
DDB_G0267452	4918.842	0.04682279	0.1482187	0.6927522	0.8326313
DDB_G0267454	78080.99	-0.07310197	0.1243294	0.487548	0.6882944
DDB_G0267456	2602.331	-0.6152599	0.27236693	0.001919443	0.01249355
DDB_G0267458	1106.601	0.3332106	0.19290533	0.02164167	0.07997032
DDB_G0267460	632.4882	-0.3950865	0.1699088	0.00359489	0.0204627
DDB_G0267462	425.5178	0.1230992	0.12311225	0.2387346	0.4370216
DDB_G0267464	547.4491	0.3607716	0.15591172	0.004326863	0.02367862
DDB_G0267466	130.2226	-0.3277609	0.27325544	0.06306093	0.1740889
DDB_G0267468	699.2807	0.8415608	0.25731707	4.744345e-05	0.0006281246
DDB_G0267470	4232.7	-0.6560325	0.20033206	8.664403e-05	0.001043057
DDB_G0267472	2812.261	-0.1723484	0.18292972	0.2044289	0.3937098
DDB_G0267474	10.05922	0.03417651	0.42320063	0.8212871	0.9080883
DDB_G0267476	120.9781	-0.08993231	0.18051359	0.5007357	0.6980683
DDB_G0267480	4268.898	-0.03620081	0.10825842	0.7036478	0.8409777
DDB_G0267482	79.31541	0.1023162	0.22133664	0.4912195	0.6902038
DDB_G0267484	163.7791	-0.1081827	0.18738192	0.4284169	0.6355121
DDB_G0267486	79.436	-0.1269732	0.23269869	0.4061015	0.6147107
DDB_G0267488	83.79422	0.006858968	0.19051638	0.9600561	0.9779152
DDB_G0267490	647.6721	-0.240088	0.2392557	0.1333782	0.2957551
DDB_G0267492	2905.15	0.2650827	0.19996487	0.06899191	0.1852044
DDB_G0267494	27.86987	0.3369312	0.43080484	0.09661546	0.2329676
DDB_G0267496	2980.823	-0.2574292	0.16205649	0.04307969	0.1321564
DDB_G0267498	138.3694	-0.2362859	0.17942971	0.08127644	0.2073567
DDB_G0267500	668.3612	0.05461179	0.18828986	0.6887507	0.8299559
DDB_G0267502	811.9985	-0.009452537	0.15131932	0.9372251	0.9667958
DDB_G0267504	622.7987	0.885415	0.23445883	6.801028e-06	0.0001215778
DDB_G0267506	33.45822	0.2756847	0.40571344	0.1497873	0.319637
DDB_G0267508	470.0656	0.05146928	0.18589819	0.7038202	0.8410055
DDB_G0267510	20.12274	0.1571973	0.30833329	0.3541268	0.5630885
DDB_G0267512	523.8392	0.1734555	0.10462343	0.06020863	0.1683156
DDB_G0267514	1653.647	-0.3477517	0.14438443	0.003533569	0.0202431
DDB_G0267516	582.6405	0.122402	0.12671799	0.2511631	0.4520199
DDB_G0267518	1.236687	0.1382278	0.62596296	0.280327	NA
DDB_G0267522	25.65979	0.113296	0.2515523	0.471165	0.674374
DDB_G0267524	1431.064	-0.01424284	0.14432003	0.9026802	0.9495439
DDB_G0267526	598.3197	0.343989	0.2085707	0.02444883	0.08752231
DDB_G0267528	16086.99	0.0175576	0.14676369	0.8814556	0.9392788
DDB_G0267530	7864.133	0.4180159	0.25498335	0.01788528	0.06983244
DDB_G0267532	74.12195	-0.8132543	0.58357548	0.005550755	0.02878736
DDB_G0267534	629.4885	0.3383785	0.20376402	0.02448729	0.08760337
DDB_G0267536	1486.704	0.04986121	0.12244673	0.6322613	0.793305
DDB_G0267538	1614.887	-0.4885844	0.13101823	2.27286e-05	0.0003362029
DDB_G0267540	1592.078	-0.04197333	0.1022743	0.6448805	0.801212
DDB_G0267542	9.980243	-0.0392607	0.33765426	0.8074947	0.9007352
DDB_G0267544	69.09424	-0.1174911	0.19410426	0.3994231	0.6081929
DDB_G0267546	252.5749	-0.1457747	0.1937205	0.2971747	0.5019662
DDB_G0267548	1116.543	-1.052705	0.27615411	3.015703e-06	6.151379e-05
DDB_G0267550	10.9137	-0.008798602	0.34169792	0.9561607	0.9762394
DDB_G0267552	260.5098	0.08160935	0.14672159	0.4884175	0.6886576
DDB_G0267554	6.077355	0.02504651	0.36671311	0.8743984	0.9356618
DDB_G0267556	989.394	0.1859341	0.2106233	0.2073981	0.3974602
DDB_G0267558	32.51448	0.3237167	0.2971832	0.07633001	0.1985807
DDB_G0267560	449.1969	0.263852	0.13918764	0.02124563	0.0787276
DDB_G0267562	100.1251	-0.041544	0.1925939	0.7631663	0.876751
DDB_G0267564	252.4989	-0.9197644	0.34472602	0.000215728	0.002185149
DDB_G0267566	62.78809	-0.8378674	0.38509914	0.001012147	0.007601209
DDB_G0267568	3576.293	-0.3100615	0.13579776	0.0061348	0.03097343
DDB_G0267570	1381.253	0.1954988	0.12623561	0.06600625	0.1797997
DDB_G0267572	748.44	0.3101598	0.28785256	0.08335767	0.2108712
DDB_G0267574	184.5627	-0.02299569	0.13758735	0.838612	0.9176086
DDB_G0267576	51.8931	0.09720661	0.22936949	0.5194377	0.7109023
DDB_G0267578	42.88133	-0.6053901	0.35457017	0.006896699	0.03388274
DDB_G0267580	248.2039	-0.166022	0.1528888	0.1712058	0.3499821
DDB_G0267582	626.3645	-0.4047457	0.15756128	0.001702509	0.01141754
DDB_G0267584	528.1671	0.06851489	0.12736314	0.5223871	0.713986
DDB_G0267586	112.159	0.16418	0.17611272	0.215727	0.407756
DDB_G0267588	2915.985	-0.08619313	0.12045015	0.4023134	0.6112493
DDB_G0267590	1075.879	0.07190708	0.14572092	0.5397126	0.7270006
DDB_G0267592	2555.269	-0.3291402	0.08315401	1.656516e-05	0.0002559658
DDB_G0267594	88.0771	0.05333673	0.1741574	0.6829659	0.8265052
DDB_G0267596	207.6671	0.113733	0.27601142	0.482832	0.6845582
DDB_G0267598	69.9482	-0.03522642	0.19987865	0.8019694	0.8976863
DDB_G0267600	9.298325	-0.1047624	0.34992279	0.5276644	0.7185317
DDB_G0267602	325.471	0.4838266	0.178046	0.0008207235	0.006451402
DDB_G0267604	443.289	0.2949234	0.13847452	0.01002228	0.0450583
DDB_G0267606	277.4076	0.4396189	0.30276305	0.02356128	0.08535626
DDB_G0267608	67.35679	0.3269034	0.22373507	0.03925641	0.123346
DDB_G0267610	25.74345	-0.1048171	0.29504061	0.5227894	0.7141032
DDB_G0267612	425.1057	0.4292026	0.23824779	0.01190831	0.05108136
DDB_G0267614	611.62	-0.5131962	0.32010261	0.01263962	0.05319958
DDB_G0267616	718.2659	0.4478598	0.16504703	0.0009315637	0.007120791
DDB_G0267618	0.9778895	0.05079929	0.50808344	0.7081507	NA
DDB_G0267620	17.9534	0.01341408	0.28634903	0.9329509	0.9643544
DDB_G0267622	47.6625	-0.0740566	0.26101107	0.638397	0.7976426
DDB_G0267624	548.7201	-1.895674	0.47012541	5.740904e-07	1.471759e-05
DDB_G0267630	786.5775	0.2647258	0.12426035	0.01198454	0.0513232
DDB_G0267632	4.94449	0.03222096	0.38030119	0.8376825	0.9174741
DDB_G0267634	1.608931	0.07571196	0.49400694	0.5974923	NA
DDB_G0267636	1285.666	-0.4514247	0.10540713	2.306503e-06	4.83594e-05
DDB_G0267638	2458.825	-0.2862001	0.1417147	0.01389061	0.0572474
DDB_G0267640	596.7941	-0.1482894	0.27675266	0.3669887	0.5765504
DDB_G0267642	48.95396	0.0216755	0.20194004	0.8779026	0.9376709
DDB_G0267644	214.3582	0.2305913	0.1644974	0.07174013	0.1902277
DDB_G0267646	44.16215	-0.227091	0.26596693	0.1745004	0.3543291
DDB_G0267648	349.5647	0.21289	0.15052275	0.07716367	0.2001394
DDB_G0267650	559.0905	-0.09270021	0.13708883	0.410549	0.6189512
DDB_G0267652	0.697578	0.07507625	0.63257779	0.4265996	NA
DDB_G0267654	28.52542	-1.870244	0.48051916	9.753403e-07	2.321063e-05
DDB_G0267656	102.8498	0.4362591	0.24394297	0.01191143	0.05108136
DDB_G0267658	47.2233	0.222456	0.25798569	0.1769733	0.3578807
DDB_G0267660	1.725093	0.01243996	0.46912236	0.929875	NA
DDB_G0267662	44.92272	0.0003132064	0.21480999	0.998279	0.9992041
DDB_G0267664	553.251	-0.02309365	0.11034818	0.8109893	0.9025287
DDB_G0267666	597.1623	-0.6739594	0.16132746	2.780744e-06	5.734332e-05
DDB_G0267668	61.9662	-0.009164165	0.19682539	0.9475325	0.9711218
DDB_G0267670	389.3546	0.2133696	0.24295988	0.1817741	0.3647121
DDB_G0267672	65.36475	-0.2508951	0.23147767	0.11182	0.2596932
DDB_G0267674	1054.183	0.1593521	0.10896137	0.09451929	0.2297301
DDB_G0267676	44.96868	0.5471681	0.29328273	0.006328586	0.03168506
DDB_G0267678	1.182183	0.2027057	0.65278579	0.1778811	NA
DDB_G0267680	230.8251	0.2968621	0.24192612	0.07020524	0.1874799
DDB_G0267682	165.0344	0.19911	0.1590834	0.1107178	0.2578235
DDB_G0267684	40.16586	1.417052	0.48116602	2.997036e-05	0.000422582
DDB_G0267686	1292.783	-0.5446316	0.10490651	2.467018e-08	9.938559e-07
DDB_G0267688	1932.256	0.01434027	0.09400098	0.8662981	0.9324924
DDB_G0267690	587.6898	0.1698958	0.21390798	0.2515508	0.4523979
DDB_G0267692	237.5594	-0.1676842	0.20685639	0.2491168	0.4496059
DDB_G0267694	31.78679	0.1894117	0.30729957	0.2722783	0.4756643
DDB_G0267696	11.24428	-0.1943792	0.36797707	0.2736447	0.4771638
DDB_G0267698	38.56199	-0.0212066	0.22251841	0.885715	0.9417965
DDB_G0267700	3.796058	7.733199e-05	0.38275309	0.9996048	0.9997821
DDB_G0267702	14.08069	-0.126243	0.31912251	0.4514094	0.6561725
DDB_G0267704	1229.692	-0.1929581	0.12528266	0.06806285	0.1833649
DDB_G0267706	144.7041	0.5555665	0.57667285	0.02666113	0.09244929
DDB_G0267708	191.6828	0.3407321	0.17202071	0.01145398	0.04984601
DDB_G0267710	142.7348	-0.3454445	0.24110779	0.03800724	0.1204274
DDB_G0267712	1154.931	0.02802204	0.09675468	0.7478638	0.866643
DDB_G0267714	192.8028	0.4513717	0.39348584	0.03606482	0.1159667
DDB_G0267716	5.176805	-0.1471265	0.46065379	0.3697896	0.5792452
DDB_G0267718	243.3149	-0.1874179	0.14401853	0.1082704	0.2539593
DDB_G0267720	89.26123	0.2157018	0.33322743	0.2264277	0.4213303
DDB_G0267722	12720.16	0.2917529	0.41172261	0.1332355	0.2955549
DDB_G0267724	29.32404	0.1101961	0.26890044	0.4927632	0.6909956
DDB_G0267726	535.5594	-2.376779	0.50332185	3.999988e-08	1.494035e-06
DDB_G0267728	478.6109	-2.527976	0.26081975	1.160829e-23	4.364718e-21
DDB_G0267730	7206.71	-0.4105743	0.10598922	1.541582e-05	0.0002395186
DDB_G0267732	734.5045	0.05033359	0.12171124	0.6275587	0.7896109
DDB_G0267734	3171.221	-0.1758899	0.10952839	0.06588915	0.1796977
DDB_G0267736	1.977474	0.0277843	0.49834785	0.8373782	NA
DDB_G0267738	0.5714194	0.03575195	0.60778097	0.70342	NA
DDB_G0267740	7.026848	0.3912777	0.51896514	0.07041693	0.1877785
DDB_G0267742	43.10702	-0.01050839	0.24982815	0.9456402	0.9703286
DDB_G0267744	516.2376	0.1799168	0.18865388	0.1937797	0.3803437
DDB_G0267746	2113.812	-0.4118124	0.20066764	0.006966546	0.03413668
DDB_G0267748	614.2522	0.3394352	0.27938773	0.05798528	0.1636822
DDB_G0267750	126.8397	0.2640564	0.28103446	0.1285918	0.2882564
DDB_G0267752	280.1606	-0.004882908	0.18582115	0.9711814	0.9840185
DDB_G0267754	115.5748	-0.02575272	0.17383465	0.8433751	0.9201346
DDB_G0267756	9.491642	0.2318639	0.38202925	0.2065561	0.3964606
DDB_G0267758	241.1008	1.722442	0.43164079	6.264539e-07	1.570311e-05
DDB_G0267760	700.8576	0.1103648	0.11006607	0.2512958	0.4520199
DDB_G0267762	13.39775	0.2013109	0.39798935	0.2600238	0.4613193
DDB_G0267764	14.6616	-0.9825851	0.69909739	0.003368769	0.01947705
DDB_G0267766	339.2638	0.6575262	0.26765445	0.0009910055	0.007472288
DDB_G0267768	344.0688	0.5342148	0.22613626	0.00195558	0.01266512
DDB_G0267770	20.49809	0.2430343	0.34408963	0.1833645	0.3664383
DDB_G0267772	2.712817	0.1179325	0.46997013	0.4509545	NA
DDB_G0267774	757.8974	0.5150091	0.19919774	0.001110021	0.008189037
DDB_G0267776	9213.261	-0.1899932	0.24489869	0.2326506	0.4296088
DDB_G0267778	1.220414	-0.06504167	0.54554496	0.6111686	NA
DDB_G0267780	301.6537	-0.03919943	0.33000519	0.8080748	0.9009671
DDB_G0267782	0.3601472	-0.03944263	0.61272695	0.6680871	NA
DDB_G0267784	253.0466	-0.2185796	0.15750634	0.07854634	0.2023316
DDB_G0267786	1255.302	0.6563101	0.33778228	0.003422612	0.01971091
DDB_G0267788	449.9354	-0.3879958	0.17648199	0.005246797	0.0276431
DDB_G0267790	96.7026	-0.1200135	0.30347513	0.4695801	0.6729567
DDB_G0267792	24.55577	-0.2096966	0.32607437	0.2358567	0.4337614
DDB_G0267794	657.3641	0.5983147	0.17462371	5.878741e-05	0.0007552642
DDB_G0267796	2302.566	0.6205718	0.26716744	0.001601916	0.01090502
DDB_G0267798	527.983	-0.661955	0.2664885	0.0009074761	0.006992029
DDB_G0267800	177.6263	-0.05208518	0.16733468	0.6831605	0.826652
DDB_G0267804	951.4857	0.1348152	0.12108664	0.1914936	0.3771692
DDB_G0267808	75.53671	0.0744412	0.2496358	0.6317208	0.7929902
DDB_G0267810	94.23053	0.04525698	0.18784359	0.7394862	0.8627624
DDB_G0267812	2.503567	0.05163717	0.438369	0.7312127	NA
DDB_G0267814	61.2314	-0.08346382	0.22454885	0.575686	0.7533339
DDB_G0267816	704.0755	-0.06357264	0.13222238	0.5630292	0.7446174
DDB_G0267818	313.7827	0.2557097	0.16571247	0.04768447	0.1422589
DDB_G0267820	272.7616	0.252482	0.1665692	0.05124018	0.1498935
DDB_G0267822	338.6857	0.4160621	0.27478343	0.02332871	0.08477703
DDB_G0267824	658.2322	0.02373198	0.15183768	0.8435933	0.9201946
DDB_G0267826	66.08541	-0.6782549	0.3623071	0.00364636	0.02066881
DDB_G0267828	178.2681	-0.6210417	0.28699216	0.002371145	0.01479343
DDB_G0267830	615.4795	0.253246	0.19153303	0.07373922	0.1940687
DDB_G0267832	51.89508	-0.6456384	0.32753971	0.003358808	0.01944936
DDB_G0267834	118.4965	-0.08677828	0.17983692	0.5148821	0.7080873
DDB_G0267836	160.7549	0.0341612	0.20974016	0.8121814	0.903279
DDB_G0267838	269.2601	-0.202807	0.15070031	0.0922531	0.225632
DDB_G0267840	1717.955	-0.6132246	0.27931286	0.002262888	0.01425202
DDB_G0267842	44.96708	-0.02048463	0.24967753	0.8942921	0.9461278
DDB_G0267844	62.42476	-1.493449	0.51144022	3.014028e-05	0.0004239182
DDB_G0267846	462.373	-0.5435271	0.14726529	2.418459e-05	0.0003542885
DDB_G0267848	356.2769	0.1625907	0.15217863	0.178815	0.3606354
DDB_G0267850	3349.763	0.311357	0.24002568	0.05776842	0.1633152
DDB_G0267852	52.64728	0.2514296	0.25010816	0.1255408	0.2833448
DDB_G0267854	4528.299	-0.4951385	0.16792152	0.0003807121	0.003497095
DDB_G0267856	35.55989	-0.1055232	0.25088207	0.500797	0.6980683
DDB_G0267858	202.0291	-0.1953286	0.15440747	0.1104248	0.2573439
DDB_G0267860	11.29775	-0.1029948	0.35102708	0.5341049	0.7223865
DDB_G0267862	2.320944	0.1690219	0.50071064	0.3047921	NA
DDB_G0267864	14.35208	0.1119553	0.33694474	0.5020299	0.6988643
DDB_G0267866	226.3101	0.03399567	0.15242152	0.7779981	0.8847483
DDB_G0267868	52.25333	-0.1760126	0.26180543	0.2800775	0.4843483
DDB_G0267870	397.8717	0.1489416	0.18041857	0.2674407	0.4698959
DDB_G0267872	329.1744	0.6091443	0.32209254	0.004639415	0.02512367
DDB_G0267874	208.8312	0.09558694	0.1541309	0.4317679	0.6378132
DDB_G0267876	0.8332177	-0.1067418	0.56444793	0.4270609	NA
DDB_G0267878	258.1528	-0.07525156	0.23165506	0.6180713	0.7836175
DDB_G0267880	509.3929	0.3573272	0.48925173	0.08693527	0.2170701
DDB_G0267882	6147.636	0.2473728	0.37474729	0.1825726	0.3656161
DDB_G0267884	167.5348	-0.005648154	0.14816947	0.9619673	0.9785365
DDB_G0267886	164.6435	0.1604569	0.19296366	0.2511926	0.4520199
DDB_G0267888	308.185	-0.9398015	0.68425592	0.003984946	0.02212116
DDB_G0267890	367.5249	-0.151109	0.18752574	0.2713966	0.4747756
DDB_G0267892	441.729	-0.05252261	0.12495925	0.6192635	0.7841621
DDB_G0267894	536.1011	0.8022553	0.25288454	7.525009e-05	0.00092565
DDB_G0267896	23.85781	0.2565298	0.47554479	0.171728	0.350478
DDB_G0267898	129.1608	-0.6720204	0.68687355	0.01636107	0.06523608
DDB_G0267902	132.2171	-0.9355385	0.23671889	2.799606e-06	5.752197e-05
DDB_G0267904	522.9115	0.1944792	0.2283875	0.2071119	0.3971817
DDB_G0267906	879.2293	0.8283701	0.27092641	9.758179e-05	0.001138286
DDB_G0267908	72.34246	-0.1473836	0.22725196	0.3320019	0.5382268
DDB_G0267910	158.1056	-0.4009413	0.23302313	0.01614492	0.06451107
DDB_G0267914	219.5203	0.9755317	0.31822379	5.511953e-05	0.0007171261
DDB_G0267916	151.6043	-0.03351892	0.15525092	0.7834398	0.8879816
DDB_G0267918	294.9803	0.07884425	0.11762367	0.4357844	0.6414783
DDB_G0267924	3484.589	-0.3228632	0.14344142	0.006237527	0.03132649
DDB_G0267928	1350.154	-0.1296957	0.19085214	0.3485747	0.5577986
DDB_G0267930	63.64205	0.02797468	0.19810077	0.84138	0.9193807
DDB_G0267934	176.5123	-3.673839	0.67681299	1.398763e-09	7.26424e-08
DDB_G0267936	0.6470376	-0.007976302	0.59960203	0.932704	NA
DDB_G0267938	85.04786	0.2487976	0.25002093	0.1291278	0.2891724
DDB_G0267940	205.3483	0.1260278	0.1577199	0.3075652	0.5129876
DDB_G0267942	945.5023	-0.411747	0.1909055	0.005309881	0.02787707
DDB_G0267944	2.713641	-0.04102513	0.42224683	0.7872001	NA
DDB_G0267946	0.5926732	-0.02918419	0.56920397	0.7945252	NA
DDB_G0267948	606.5154	0.2040656	0.15265171	0.09309014	0.2273835
DDB_G0267950	675.3843	0.03947798	0.09792201	0.6537047	0.8072019
DDB_G0267952	187.8575	-0.339597	0.18953103	0.01811842	0.07049872
DDB_G0267954	52.47759	0.1726708	0.30451951	0.3115096	0.5168154
DDB_G0267956	1706.674	-0.03639445	0.10335884	0.6918702	0.8317485
DDB_G0267958	743.0396	0.1290884	0.16147658	0.3031684	0.5079073
DDB_G0267960	368.2816	0.07089811	0.14261962	0.5397722	0.7270006
DDB_G0267962	881.7314	-0.2339526	0.18028841	0.08513745	0.2139818
DDB_G0267964	3.057136	-0.1452375	0.47841813	0.3685287	NA
DDB_G0267966	6128.483	-0.0932807	0.11050096	0.3339275	0.5401839
DDB_G0267968	657.2116	-0.07923307	0.11282657	0.419277	0.6274137
DDB_G0267974	1058.272	0.06580033	0.24811241	0.6706212	0.8188577
DDB_G0267976	154.4649	-0.3433542	0.23109778	0.03455905	0.1124014
