gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
DDB_G0267178	24.54089	-0.1665438	0.32224585	0.2582524	0.552219
DDB_G0267180	23.78437	-0.01671055	0.31387665	0.8952857	0.9585272
DDB_G0267182	87.51699	0.09377731	0.34867673	0.4421074	0.7008503
DDB_G0267184	10.33262	-0.2702178	0.41098502	0.07439064	0.3421389
DDB_G0267188	28.15945	0.02127737	0.32959643	0.8600309	0.9402995
DDB_G0267190	1.173259	0.05665732	0.41511526	0.3408441	NA
DDB_G0267194	11.27788	0.04460657	0.35196546	0.6843275	0.8494396
DDB_G0267196	115.6659	-3.026941	1.02815414	1.055421e-06	0.0003106107
DDB_G0267198	12.52919	-0.1579699	0.40508001	0.1635949	0.4575428
DDB_G0267200	0.7497428	0.002318827	0.40480714	0.9648323	NA
DDB_G0267206	13.04379	0.03496128	0.34063057	0.7626342	0.8886744
DDB_G0267208	5.4552	-0.1870285	0.42530263	0.1086857	NA
DDB_G0267210	163.8634	0.01974594	0.31463156	0.8762789	0.9471395
DDB_G0267212	26.5477	0.03480449	0.3352949	0.7695019	0.8918691
DDB_G0267214	0.7435726	0.00475107	0.40354834	0.9302619	NA
DDB_G0267216	4.284464	0.1085164	0.4182636	0.1974494	NA
DDB_G0267222	5.371354	0.0217094	0.34968938	0.8415028	NA
DDB_G0267224	1.663455	0.04304652	0.38527046	0.5991042	NA
DDB_G0267226	0.9594533	-0.05440958	0.40522722	0.4185708	NA
DDB_G0267228	10.53633	0.05493028	0.38737447	0.5109309	0.7452153
DDB_G0267230	15.96346	-0.01460984	0.3479077	0.893713	0.9577789
DDB_G0267232	0.5774248	-0.02171364	0.40726524	0.6801283	NA
DDB_G0267234	3.782024	0.03562859	0.3702305	0.7042975	NA
DDB_G0267236	72552.15	-0.5617066	0.42815065	0.008343308	0.1304883
DDB_G0267238	10034.09	-0.6751328	0.40877576	0.003112561	0.08099142
DDB_G0267240	145.3629	-0.6443688	0.49668118	0.004002318	0.09219274
DDB_G0267242	33.34687	-0.2095321	0.32445979	0.1778073	0.4716431
DDB_G0267244	157.6555	-0.204775	0.3781903	0.1486456	0.443384
DDB_G0267246	21.96016	-0.08521686	0.34074033	0.4922077	0.7310923
DDB_G0267248	28.25767	-0.169158	0.34448211	0.2371418	0.5300678
DDB_G0267250	51.24485	0.05535026	0.33314075	0.6511623	0.8306532
DDB_G0267252	46.91266	-0.006951545	0.3343057	0.9528702	0.9823197
DDB_G0267258	172.4506	-0.4799617	0.41179675	0.01657585	0.1795078
DDB_G0267260	64.08331	-0.5109327	0.51689399	0.009286517	0.1373176
DDB_G0267262	22.38532	-0.8183999	0.57699722	0.001155222	0.05052361
DDB_G0267264	2.525655	0.01132698	0.38811801	0.8764029	NA
DDB_G0267270	0.6059583	-0.02880752	0.41831489	0.5039364	NA
DDB_G0267272	9.244436	0.0765453	0.3567993	0.4983032	0.7357712
DDB_G0267274	0.6573111	-0.01609512	0.41435021	0.7064327	NA
DDB_G0267278	0.1417302	0.01052211	0.41396597	0.8016785	NA
DDB_G0267280	0.1417302	0.01052211	0.41396597	0.8016785	NA
DDB_G0267282	11.62792	-0.3734675	0.46680718	0.02685989	0.2248191
DDB_G0267286	1.490374	0.07050993	0.39603042	0.3898694	NA
DDB_G0267290	0.2687835	-0.01740594	0.41503915	0.6808349	NA
DDB_G0267292	12179.22	-0.6824132	0.40574651	0.002892294	0.07870901
DDB_G0267294	7754.336	-0.33573	0.29000118	0.04893527	0.2886052
DDB_G0267296	81.73363	0.07438913	0.23763064	0.5667539	0.7818865
DDB_G0267300	98.67905	-0.8077559	0.59060458	0.001252291	0.05151328
DDB_G0267304	32.37482	-0.4245212	0.42114346	0.02455374	0.2177731
DDB_G0267306	156.88	-3.165285	1.13900892	1.321795e-06	0.0003659019
DDB_G0267308	0.5871992	0.009440762	0.4061088	0.8546191	NA
DDB_G0267310	17.11594	0.1511985	0.36510381	0.2456848	0.5400627
DDB_G0267312	0.4553207	0.007769287	0.4132251	0.8544253	NA
DDB_G0267314	322.4092	-0.7213073	0.4005434	0.001973024	0.06542408
DDB_G0267316	0.9309198	-0.01927135	0.39376733	0.7758268	NA
DDB_G0267320	1.892381	-0.007894003	0.36709977	0.9327714	NA
DDB_G0267322	12.94886	-0.1287784	0.34962598	0.3241975	0.6108737
DDB_G0267324	28.80627	-0.4559631	0.48864777	0.01457989	0.1686137
DDB_G0267326	64.63862	-0.6249553	0.41194428	0.004908837	0.1008779
DDB_G0267328	86.66552	-0.1381862	0.32135123	0.3297897	0.615165
DDB_G0267330	84.81276	-1.685641	0.95900371	3.441586e-05	0.004776157
DDB_G0267332	2.692895	0.007433826	0.37006641	0.9347722	NA
DDB_G0267334	12.05794	0.003195193	0.33194694	0.9785503	0.9916974
DDB_G0267336	5.254781	0.06626943	0.36022934	0.5404595	NA
DDB_G0267338	0.6157327	-0.01337167	0.40651123	0.7956736	NA
DDB_G0267342	60.84795	-0.1222351	0.33412727	0.3652553	0.6419379
DDB_G0267344	5.005042	-0.02475381	0.35511927	0.8133212	NA
DDB_G0267346	3.630473	0.01557582	0.34607512	0.8880705	NA
DDB_G0267352	33.60585	0.2002785	0.32653851	0.1921026	0.4871251
DDB_G0267354	100.2658	-0.07608261	0.28150611	0.5777388	0.788566
DDB_G0267356	3401.391	0.5551184	0.50161148	0.007372086	0.1229519
DDB_G0267358	97.92064	0.04686801	0.42529391	0.3102897	0.6003538
DDB_G0267360	1.100625	0.0547619	0.41219377	0.3700847	NA
DDB_G0267362	208.7574	0.03045369	0.32524273	0.8049571	0.9114144
DDB_G0267366	191.1441	2.515601	0.58536222	1.071672e-08	7.086277e-06
DDB_G0267368	1079.593	0.8849491	0.57124865	0.0007178692	0.03924722
DDB_G0267370	23.29965	-0.02145981	0.26907339	0.8719404	0.9458162
DDB_G0267372	58.23695	2.848766	2.11164812	1.035586e-05	0.00194017
DDB_G0267374	3886.226	-0.00145047	0.11140752	0.9828583	0.9924174
DDB_G0267376	3282.491	-0.3463942	0.30818485	0.04889029	0.2886052
DDB_G0267378	8523.743	-0.1648381	0.40885722	NA	NA
DDB_G0267380	18220.31	-0.4113413	0.2953114	0.02412788	0.2168037
DDB_G0267382	23821.86	-0.2023692	0.2789667	0.1784588	0.4716776
DDB_G0267384	1276.562	0.0626386	0.18099942	0.5549794	0.7744665
DDB_G0267386	6673.186	0.05685403	0.16650718	0.5631283	0.7796681
DDB_G0267388	246.8595	0.2120145	0.29719072	0.1710574	0.4654698
DDB_G0267390	2708.885	-0.3538101	0.2618024	0.03220001	0.2435256
DDB_G0267392	621.6525	-0.02726241	0.1243002	0.7145082	0.8656998
DDB_G0267394	2227.787	0.2173133	0.31418861	0.1664083	0.4603977
DDB_G0267396	317.4499	-0.111591	0.22000119	0.3699081	0.6462756
DDB_G0267398	4463.495	-0.2578553	0.35564245	0.1117092	0.3986422
DDB_G0267400	22028.33	-0.09269209	0.20618268	0.4325477	0.6960169
DDB_G0267402	20162.43	0.2048808	0.3071702	0.1854959	0.4795779
DDB_G0267404	755.7367	0.008389061	0.1267897	0.9133195	0.9654528
DDB_G0267406	2885.329	-0.2157607	0.23395591	0.1141539	0.4013776
DDB_G0267408	1268.709	-0.07914452	0.17460579	0.4368453	0.6974263
DDB_G0267410	1338.624	0.3930946	0.34515345	0.03581335	0.2543133
DDB_G0267412	8513.408	-0.100227	0.37818365	0.344921	0.6266428
DDB_G0267414	463.7268	0.0893388	0.30831553	0.5105715	0.7449811
DDB_G0267416	814.1174	-0.1244527	0.17212865	0.2089686	0.5034324
DDB_G0267418	54557.67	-0.2587773	0.28835627	0.1048044	0.3879178
DDB_G0267420	2600.377	-0.3597214	0.35276526	0.04827436	0.286719
DDB_G0267422	3288.921	-0.1277505	0.21991659	0.3057351	0.5978097
DDB_G0267424	1752.639	-0.06187572	0.16389803	0.5213912	0.752008
DDB_G0267426	7325.123	-0.1145025	0.14185151	0.1555539	0.450335
DDB_G0267428	993.2869	-0.1188294	0.21808649	0.3368432	0.6200109
DDB_G0267430	639.7963	0.3653191	0.2972079	0.03831645	0.2611241
DDB_G0267432	755.3596	0.5693322	0.39252775	0.007923608	0.1277895
DDB_G0267434	74.48583	0.2871157	0.36770258	0.08522823	0.360709
DDB_G0267436	4113.712	0.2341137	0.26325053	0.1174789	0.4058327
DDB_G0267438	3861.201	-0.1137442	0.25262497	0.4025947	0.6713167
DDB_G0267440	563.953	-0.07939021	0.18305878	0.4562493	0.709368
DDB_G0267442	587.1503	-0.1150724	0.21588865	0.3482262	0.6296685
DDB_G0267444	5984.801	-0.102529	0.17313688	0.3046953	0.5968077
DDB_G0267446	1195.855	-0.04883988	0.27405415	0.7164642	0.866463
DDB_G0267448	1086.982	0.3194651	0.30672532	0.06283119	0.3195862
DDB_G0267450	3867.074	0.3191573	0.19415011	0.01828783	0.1906596
DDB_G0267452	5909.829	-0.1953124	0.25535386	0.1717051	0.4662147
DDB_G0267454	33921.53	-0.122843	0.25247152	0.3679742	0.6447005
DDB_G0267456	6283.119	-0.2451163	0.40087949	0.09469752	0.3760137
DDB_G0267458	1953.477	0.02547277	0.15518161	0.7851093	0.9014438
DDB_G0267460	707.232	0.09608299	0.20412112	0.4118771	0.6791713
DDB_G0267462	1072.99	0.07838905	0.18697192	0.4708826	0.7170077
DDB_G0267464	581.9154	0.3114584	0.27547175	0.0564122	0.3078299
DDB_G0267466	68.56161	-0.3663423	0.33570745	0.04468129	0.2765071
DDB_G0267468	966.2882	0.8596242	0.4186542	0.000541536	0.03344729
DDB_G0267470	7015.976	-0.206774	0.30904487	0.1825658	0.4764852
DDB_G0267472	3825.914	-0.1648472	0.29041974	0.2642645	0.5585312
DDB_G0267474	1669.937	-0.346684	0.52476692	0.02130017	0.2025678
DDB_G0267476	6903.792	-0.2644505	0.44797867	NA	NA
DDB_G0267480	3841.458	0.02930372	0.1905727	0.7930553	0.9063374
DDB_G0267482	85.95606	-0.05640605	0.21096214	0.6391751	0.8255255
DDB_G0267484	169.7121	-0.1652384	0.29615616	0.2646897	0.5590711
DDB_G0267486	117.2945	0.2080633	0.2793332	0.1686454	0.4618131
DDB_G0267488	147.8432	0.5193613	0.39097334	0.01226289	0.1573816
DDB_G0267490	774.3882	-0.07697154	0.26723909	0.5712378	0.7843675
DDB_G0267492	3642.112	0.2325548	0.3592093	0.1344933	0.4260326
DDB_G0267494	87.10803	0.3766038	0.52174101	0.01893258	0.1932981
DDB_G0267496	2997.548	0.1408325	0.26905093	0.3206056	0.6077556
DDB_G0267498	266.0193	0.007245623	0.26001974	0.9563013	0.9836017
DDB_G0267500	1081.444	-0.04699225	0.17797289	0.6547742	0.8326943
DDB_G0267502	745.294	0.005608894	0.14612582	0.9495957	0.981735
DDB_G0267504	1316.025	0.08922286	0.23916267	0.4953806	0.7332859
DDB_G0267506	301.6371	-0.1722652	0.37505585	0.1938279	0.4884151
DDB_G0267508	460.7279	-0.07414679	0.28775757	0.5865838	0.7925312
DDB_G0267510	53.35729	0.2879993	0.30083124	0.08300004	0.3572391
DDB_G0267512	452.8504	0.4438238	0.37063077	0.02350257	0.214268
DDB_G0267514	3145.625	-0.189554	0.21035764	0.1243667	0.4128784
DDB_G0267516	651.6404	-0.04134478	0.13396631	0.6031483	0.8029358
DDB_G0267520	1.854484	0.04118617	0.37249496	0.6578109	NA
DDB_G0267522	78.16184	0.404643	0.37146028	0.03276815	0.2447487
DDB_G0267524	1376.378	-0.181235	0.24148219	0.1845661	0.4787688
DDB_G0267526	789.1326	-0.0004665769	0.20382862	0.9968319	0.9982766
DDB_G0267528	4838.208	-0.03067765	0.21510244	0.8011378	0.9101152
DDB_G0267530	6247.836	0.2666619	0.30087664	0.1021083	0.3834253
DDB_G0267532	530.2077	-0.1942817	0.3554235	0.1845395	0.4787688
DDB_G0267534	339.3629	0.01474148	0.15290956	0.8733294	0.9458162
DDB_G0267536	1355.032	-0.08365734	0.23226434	0.5150446	0.7482058
DDB_G0267538	1701.505	-0.2531326	0.21868203	0.06034967	0.3147984
DDB_G0267540	1280.589	-0.01875436	0.16823849	0.8523943	0.9371816
DDB_G0267542	8.50285	0.1374716	0.36614869	0.2730774	0.5665759
DDB_G0267544	1053.856	-0.2503942	0.3851728	0.1022768	0.3836908
DDB_G0267546	492.836	-0.355696	0.40514205	0.04339993	0.2737878
DDB_G0267548	1042.426	0.0606942	0.16375542	0.5293355	0.7575786
DDB_G0267550	217.0035	-0.1660019	0.3818508	0.1926387	0.4874572
DDB_G0267552	262.1841	0.08139294	0.19001076	0.4602754	0.7111925
DDB_G0267554	25.18218	-0.1165481	0.29296662	0.4092158	0.6770496
DDB_G0267556	641.2474	-0.3486264	0.27220271	0.03747487	0.2590438
DDB_G0267558	32.42181	0.1826174	0.3353797	0.2188935	0.5125658
DDB_G0267560	464.9162	0.08538269	0.22802322	0.5017276	0.7379196
DDB_G0267562	192.9679	-0.08923415	0.19858832	0.4355746	0.696895
DDB_G0267564	116.5536	0.01153127	0.25118886	0.9299151	0.9736833
DDB_G0267566	293.0035	-0.3706044	0.48009527	0.02513912	0.2195972
DDB_G0267568	4273.342	0.1811911	0.21150484	0.1413256	0.4370656
DDB_G0267570	3405.191	0.08883849	0.24107545	0.4990262	0.7363552
DDB_G0267572	358.64	0.1507907	0.20400057	0.1996036	0.4935501
DDB_G0267574	441.7431	0.1232736	0.18441431	0.2458798	0.5401476
DDB_G0267576	92.63216	0.2795591	0.28332947	0.0826212	0.3564812
DDB_G0267578	20.56171	-0.02165304	0.30654596	0.8670552	0.9436563
DDB_G0267580	146.2979	0.06379193	0.19606716	0.5747558	0.7868505
DDB_G0267582	901.0304	0.05960858	0.19128398	0.5928449	0.7966451
DDB_G0267584	996.3732	-0.07479028	0.19374232	0.505514	0.74055
DDB_G0267586	251.0922	0.1622694	0.21961362	0.1972573	0.4919664
DDB_G0267588	4200.736	-0.110696	0.18134339	0.2897256	0.5836569
DDB_G0267590	1558.486	-0.1148589	0.19034873	0.2948102	0.5882681
DDB_G0267592	1388.813	-0.02322	0.20839684	0.8456598	0.9346882
DDB_G0267594	108.6333	0.2767407	0.30720595	0.09467057	0.3760137
DDB_G0267596	581.6187	0.3028612	0.37759232	0.07269129	0.3403963
DDB_G0267598	154.759	-0.009717711	0.23341646	0.9391727	0.9777033
DDB_G0267600	7.382152	0.2535079	0.49176858	0.04009913	NA
DDB_G0267602	623.7337	0.3092759	0.34528761	0.07441772	0.3421389
DDB_G0267604	315.5693	0.02137853	0.17689762	0.8389918	0.9308238
DDB_G0267606	209.9338	0.631618	0.32006918	0.003161721	0.08170323
DDB_G0267608	80.38649	0.42014	0.33408745	0.02727476	0.2259069
DDB_G0267610	18.66967	-1.570375	0.80064554	2.457147e-05	0.003836221
DDB_G0267612	223.4894	-0.09066825	0.29118632	0.5111521	0.7453445
DDB_G0267614	673.4752	-0.0307711	0.24759657	0.8140407	0.9160709
DDB_G0267616	417.8696	0.2653534	0.28791944	0.09787502	0.3792531
DDB_G0267618	0.4947676	-0.01741476	0.40713682	0.7363039	NA
DDB_G0267620	898.6925	-0.1793619	0.34981767	0.2133521	0.5073369
DDB_G0267622	73.3183	0.2903074	0.29467598	0.07889402	0.350453
DDB_G0267624	1524.611	-0.3898107	0.3715424	0.03707446	0.258052
DDB_G0267630	1152.137	0.2963087	0.31930619	0.0814493	0.354001
DDB_G0267632	101.0395	0.1141571	0.32207823	0.404368	0.6720865
DDB_G0267634	2.262022	-0.0008065455	0.37520572	0.992495	NA
DDB_G0267636	3111.775	-0.4087535	0.31993974	0.02865373	0.2306618
DDB_G0267638	5081.69	-0.2821648	0.31567165	0.09205716	0.3725034
DDB_G0267640	582.0817	0.04825589	0.29021749	0.7185415	0.8677968
DDB_G0267642	67.32558	0.3078131	0.35951986	0.07402388	0.3419942
DDB_G0267644	365.8608	0.04785401	0.20099858	0.6803788	0.8472993
DDB_G0267646	102.5857	0.1030938	0.19975128	0.3692995	0.6459149
DDB_G0267648	393.4205	-0.06010318	0.17528153	0.5599732	0.7778043
DDB_G0267650	1047.007	-0.07401976	0.13322007	0.3289496	0.6144437
DDB_G0267652	0.8604759	-0.03627939	0.42075146	0.4131541	NA
DDB_G0267654	353.6063	-0.04741577	0.34122075	0.6852224	0.8497426
DDB_G0267656	174.19	0.3927802	0.36160822	0.03638379	0.2556563
DDB_G0267658	52.54714	0.215945	0.30742012	0.1676065	0.4606007
DDB_G0267660	9.945915	0.09542992	0.32824881	0.4676556	0.7145528
DDB_G0267662	53.73173	0.05736234	0.20265113	0.6233557	0.816588
DDB_G0267664	845.2743	-0.01499536	0.11609604	0.830591	0.9256144
DDB_G0267666	1067.116	0.4902185	0.24540068	0.00614653	0.1130821
DDB_G0267668	100.9784	-0.1739176	0.29476496	0.2440251	0.5385993
DDB_G0267670	145.2239	-0.05752468	0.19526368	0.6120712	0.8094462
DDB_G0267672	30.34514	-0.1648001	0.30093534	0.2663167	0.5601584
DDB_G0267674	1269.627	-0.2891867	0.28087858	0.07372767	0.3411991
DDB_G0267676	99.49849	0.2875548	0.33995922	0.08981062	0.3682786
DDB_G0267678	2.395278	0.03681571	0.36718939	0.7034072	NA
DDB_G0267680	71.0035	-0.2063863	0.2755041	0.1689393	0.4621677
DDB_G0267682	199.3269	0.1849997	0.2485491	0.1850699	0.4791074
DDB_G0267684	25.40762	-0.0998955	0.30498572	0.4688296	0.7151735
DDB_G0267686	2726.027	-0.09304041	0.21400918	0.4444134	0.7024256
DDB_G0267688	573.0114	0.1081342	0.2303593	0.4002952	0.6697006
DDB_G0267690	610.7295	-0.9069495	0.2303234	3.546336e-06	0.0007870441
DDB_G0267692	293.7474	0.06697232	0.26278442	0.6191422	0.8137507
DDB_G0267694	23.9388	0.2542083	0.32352107	0.1200757	0.4082791
DDB_G0267696	28.18644	-0.1355799	0.31280918	0.3421009	0.6246464
DDB_G0267698	85.52403	0.1096653	0.23794522	0.4036564	0.6718243
DDB_G0267700	21.08159	0.07455915	0.30896538	0.5767352	0.7881206
DDB_G0267702	223.2561	0.2026925	0.30097572	0.1880193	0.4826423
DDB_G0267704	1481.488	-0.009581497	0.14979615	0.9159523	0.966872
DDB_G0267706	1150.111	0.7130234	0.97541972	NA	NA
DDB_G0267708	200.7666	-0.08611091	0.23449783	0.5054529	0.74055
DDB_G0267710	8620.731	-0.1924599	0.41496685	0.1171919	0.4052433
DDB_G0267712	804.754	0.1256484	0.24161142	0.3458451	0.6276469
DDB_G0267714	349.4314	0.2318978	0.39983141	0.1042211	0.3875451
DDB_G0267716	48.22407	0.3208134	0.53343167	0.02223938	0.2079808
DDB_G0267718	428.2205	0.03076484	0.13948499	0.7136396	0.8656998
DDB_G0267720	111.2916	-0.1292732	0.30739113	0.3635256	0.6410006
DDB_G0267722	6984.338	0.06941556	0.21219915	0.565624	0.7811345
DDB_G0267724	48.36386	0.06710529	0.25299827	0.6144288	0.8103713
DDB_G0267726	331.3901	-0.9975444	0.66052826	0.0004036787	0.02750153
DDB_G0267728	309.0544	-0.700828	0.6715209	0.002277474	0.06929309
DDB_G0267730	11698.61	-0.1163485	0.21696035	0.3448882	0.6266428
DDB_G0267732	925.6364	0.1030038	0.21744425	0.4032272	0.6713167
DDB_G0267734	2207.308	0.1073967	0.27465258	0.4409229	0.6998609
DDB_G0267736	6.990998	0.09967119	0.37480681	0.356572	NA
DDB_G0267738	0.1417302	0.01052211	0.41396597	0.8016785	NA
DDB_G0267740	11.94965	0.1788491	0.37222787	0.1881547	0.4826423
DDB_G0267742	109.8921	-0.1187033	0.23464546	0.3630981	0.6408883
DDB_G0267744	599.0086	0.6928569	0.32109092	0.001627735	0.05960057
DDB_G0267746	2300.751	-0.2559997	0.32664423	0.1183237	0.4068758
DDB_G0267748	586.6022	-0.9361746	0.24588581	4.513835e-06	0.0009573589
DDB_G0267750	114.8099	0.2597198	0.2812195	0.1000513	0.3818719
DDB_G0267752	262.4423	0.5369039	0.37783795	0.01043095	0.1444294
DDB_G0267754	517.8751	0.4569577	0.20950135	0.004716567	0.09928638
DDB_G0267756	70.12374	0.4789847	0.55726087	0.009528625	0.1391055
DDB_G0267758	113.8362	0.3135819	0.35900511	0.07069742	0.337027
DDB_G0267760	1135.569	0.1479698	0.25010681	0.2815623	0.5755668
DDB_G0267762	22.85057	0.2007595	0.31951358	0.192669	0.4874572
DDB_G0267764	107.808	-0.2537443	0.44101628	0.06386438	0.3214835
DDB_G0267766	150.677	0.1330017	0.225362	0.296067	0.589791
DDB_G0267768	248.3135	0.2882157	0.29708168	0.08146967	0.354001
DDB_G0267770	120.7536	0.7767005	0.43333293	0.00129266	0.05226904
DDB_G0267772	2.315817	0.0103129	0.36599968	0.9132611	NA
DDB_G0267774	335.8487	-0.0659129	0.16500317	0.4963663	0.7340684
DDB_G0267776	9544.1	-0.05622597	0.28360947	0.676911	0.8459318
DDB_G0267778	5.086277	0.1652342	0.40563597	0.1545514	NA
DDB_G0267780	508.2466	-0.09324454	0.24436225	0.4817286	0.7243136
DDB_G0267782	0.7309034	0.00200465	0.41243579	0.9626681	NA
DDB_G0267784	360.8571	-0.2353426	0.2704516	0.1213835	0.409992
DDB_G0267786	1216.027	0.01503674	0.24319873	0.9076891	0.9627603
DDB_G0267788	724.6033	0.04159397	0.15317533	0.6491742	0.830116
DDB_G0267790	75.94989	0.07380127	0.32710688	0.5639969	0.7802368
DDB_G0267792	480.923	-0.350335	0.46962892	0.03009831	0.2377618
DDB_G0267794	408.717	0.2249809	0.34992575	0.1479785	0.442863
DDB_G0267796	3856.534	0.2437438	0.41046729	NA	NA
DDB_G0267798	1008.96	-0.0487204	0.17762762	0.6421755	0.8265996
DDB_G0267800	312.5279	0.114079	0.20034984	0.3214095	0.6083455
DDB_G0267804	730.8466	0.2866671	0.27924324	0.07485641	0.3422423
DDB_G0267806	0.2834604	0.01890253	0.41540241	0.6554914	NA
DDB_G0267808	179.9474	0.04473581	0.25454841	0.7355553	0.8768162
DDB_G0267810	243.2913	0.1085716	0.21591181	0.37589	0.6515366
DDB_G0267812	6.602203	-0.01138111	0.34957354	0.9160813	NA
DDB_G0267814	314.1996	-0.01718843	0.12707373	0.8231874	0.9206345
DDB_G0267816	546.6335	0.008569033	0.11740395	0.9041875	0.9616588
DDB_G0267818	250.0935	0.2255944	0.29577235	0.149609	0.4439846
DDB_G0267820	261.4762	0.3029394	0.32834605	0.07797612	0.3483208
DDB_G0267822	327.809	0.4411732	0.27205077	0.01456878	0.1686137
DDB_G0267824	243.3468	0.3222426	0.34615052	0.06658597	0.3272707
DDB_G0267826	235.6413	-0.214409	0.36134576	0.1532124	0.4480163
DDB_G0267828	585.1923	-0.1868511	0.28269729	0.2109119	0.505514
DDB_G0267830	414.3892	-0.00689293	0.13221207	0.9317027	0.9740327
DDB_G0267832	174.8161	-0.05173741	0.27149545	0.7005928	0.8585664
DDB_G0267834	251.6386	0.1262557	0.21260773	0.2978669	0.5913673
DDB_G0267836	383.3545	0.1314194	0.26917424	0.3510517	0.6320956
DDB_G0267838	1094.233	-0.0824566	0.19993319	0.4742321	0.7193026
DDB_G0267840	2777.147	-0.2202399	0.34956238	0.1539021	0.4487088
DDB_G0267842	53.75302	-0.001684762	0.2545392	0.9897815	0.9955451
DDB_G0267844	648.1796	-0.1746532	0.33621638	0.2333333	0.5259474
DDB_G0267846	1288.309	0.06673467	0.20240132	0.5670874	0.7818865
DDB_G0267848	343.331	0.05265483	0.21846462	0.6689769	0.8404199
DDB_G0267850	1142.651	0.2064572	0.30530061	0.1825139	0.4764605
DDB_G0267852	127.0145	0.05982499	0.25598881	0.6537196	0.8324412
DDB_G0267854	4090.51	-0.09627934	0.21220242	0.4257118	0.6904908
DDB_G0267856	133.2669	-0.04504938	0.15342367	0.621939	0.8157874
DDB_G0267858	211.0815	-0.325232	0.31592926	0.06165277	0.3178369
DDB_G0267860	73.68314	0.03336885	0.2505539	0.799567	0.9099091
DDB_G0267862	34.11435	0.02120853	0.27727195	0.873539	0.9458162
DDB_G0267864	32.10895	0.5054962	0.47395413	0.01125135	0.1511068
DDB_G0267866	161.8469	-0.1505168	0.21132299	0.2145731	0.5085703
DDB_G0267868	115.71	-0.002383084	0.2512025	0.9854923	0.9936444
DDB_G0267870	1263.659	0.301047	0.41818597	0.05794247	0.3122255
DDB_G0267872	145.7753	0.3136654	0.36403287	0.0698975	0.3359204
DDB_G0267874	248.3817	0.5580253	0.3429519	0.007739245	0.1263036
DDB_G0267876	3.197038	0.1679136	0.40433336	0.1537776	NA
DDB_G0267878	193.503	0.06522687	0.19192877	0.5591049	0.7772838
DDB_G0267880	188.9749	0.1406185	0.22699055	0.2729063	0.5665759
DDB_G0267882	3424.38	0.00606099	0.15525377	0.948549	0.9814654
DDB_G0267884	441.4399	-0.02263469	0.14866965	0.8009297	0.9101077
DDB_G0267886	211.9208	0.19252	0.30133612	0.2067518	0.500775
DDB_G0267888	777.9598	-0.103271	0.35404699	0.3956814	0.6669447
DDB_G0267890	665.2132	0.08373175	0.18678856	0.4400072	0.6996456
DDB_G0267892	985.0329	-0.2472382	0.26897574	0.1058787	0.3898405
DDB_G0267894	522.2918	-0.1006134	0.24055966	0.4451422	0.7025266
DDB_G0267896	72.57392	-0.03295148	0.29042357	0.8041717	0.9112594
DDB_G0267898	769.1871	-0.3499923	0.46543452	0.03101088	0.2402635
DDB_G0267902	680.0467	-0.3078058	0.39678208	0.06368182	0.3212959
DDB_G0267904	561.8986	-0.6525218	0.22837395	0.0005237064	0.03334865
DDB_G0267906	937.6372	0.4725009	0.39305555	0.0182074	0.1902131
DDB_G0267908	113.5842	0.1042653	0.24607821	0.4350554	0.69686
DDB_G0267910	123.045	0.02006616	0.20492789	0.8648884	0.9423697
DDB_G0267914	361.5052	0.5688837	0.35624542	0.007366636	0.1229519
DDB_G0267916	212.8563	-0.003389433	0.19914785	0.9766085	0.9915416
DDB_G0267918	382.848	-0.06178332	0.16936678	0.5354506	0.7599748
DDB_G0267920	0.664144	0.05699623	0.41797828	0.3193329	NA
DDB_G0267922	0.4947676	-0.01741476	0.40713682	0.7363039	NA
DDB_G0267924	6446.833	0.0005224597	0.12586858	0.994558	0.9979094
DDB_G0267926	0.5285839	0.02681403	0.41764848	0.5320874	NA
DDB_G0267928	384.3173	0.1064398	0.19286379	0.3382059	0.6211367
DDB_G0267930	9.332366	-0.04652223	0.30299513	0.7241274	0.8704976
DDB_G0267934	1547.081	-0.1228819	0.3221143	0.3752896	0.6512242
DDB_G0267936	1.627712	-0.01282055	0.37809523	0.877828	NA
DDB_G0267938	208.7595	0.09463601	0.21535203	0.4388649	0.6990543
DDB_G0267940	253.305	-0.01952995	0.19295407	0.8626299	0.9417134
DDB_G0267942	2089.83	-0.1141416	0.21106223	0.3431575	0.6252932
DDB_G0267944	0.8226256	-0.03295243	0.40917412	0.5438566	NA
DDB_G0267946	2.357067	-0.02082644	0.37218494	0.8168098	NA
DDB_G0267948	608.1478	0.07649653	0.24007313	0.5581374	0.7766973
DDB_G0267950	650.134	0.09353029	0.15765676	0.3021278	0.5946435
DDB_G0267952	423.765	0.0007241529	0.17443737	0.9944533	0.9979094
DDB_G0267954	87.25475	0.4724339	0.42414994	0.01699419	0.1812445
DDB_G0267956	2359.285	0.007191214	0.15353346	0.9383315	0.9775577
DDB_G0267958	367.5777	-0.5407755	0.2695465	0.004941761	0.1013692
DDB_G0267960	535.3115	0.1824989	0.29655369	0.2257418	0.5188231
DDB_G0267962	2040.025	-0.01241737	0.20976813	0.9174477	0.9670718
DDB_G0267964	92.92652	-0.3223087	0.4462198	0.04154933	0.2700145
DDB_G0267966	6904.149	-0.297059	0.21651723	0.03452522	0.2517632
DDB_G0267968	656.6203	-0.06554154	0.22438477	0.6012703	0.8025861
