gene_id	WT1_vegetativ	WT2_vegetativ	WT3_vegetativ	D1_vegetativ	D2_vegetativ	D3_vegetativ
DDB_G0267178	5.4986683	5.62077281	5.39619983	5.50044017	5.95430202	5.20249694
DDB_G0267180	5.20249694	5.20249694	5.39619983	5.71674061	6.28528119	5.85102995
DDB_G0267182	5.62061751	5.20249694	5.47622922	5.56707929	7.3439472	6.3733013
DDB_G0267184	5.20249694	5.49877869	5.63434117	5.20249694	5.73707542	5.20249694
DDB_G0267188	5.62061751	5.20249694	5.20249694	5.62311022	5.58157579	5.5160544
DDB_G0267194	5.20249694	5.62077281	5.39619983	5.41336146	5.73707542	5.5643259
DDB_G0267196	5.4986683	5.62077281	5.20249694	5.56707929	5.7993338	5.60677107
DDB_G0267198	5.71370344	5.49877869	5.47622922	5.41336146	5.58157579	5.5643259
DDB_G0267200	5.20249694	5.49877869	5.20249694	5.50044017	5.20249694	5.20249694
DDB_G0267202	5.4986683	5.20249694	5.20249694	5.41336146	5.20249694	5.20249694
DDB_G0267206	5.79177542	5.62077281	5.71270866	5.50044017	5.20249694	5.64507003
DDB_G0267208	5.4986683	5.20249694	5.20249694	5.41336146	5.58157579	5.45868301
DDB_G0267210	6.12492577	5.79199281	5.86808896	5.7952645	7.15063328	6.73185912
DDB_G0267212	5.20249694	5.20249694	5.53749911	5.56707929	5.7993338	5.7723869
DDB_G0267214	5.62061751	5.20249694	5.20249694	5.41336146	5.58157579	5.20249694
DDB_G0267216	5.20249694	5.62077281	5.53749911	5.20249694	5.47093056	5.20249694
DDB_G0267222	5.62061751	5.20249694	5.63434117	5.62311022	5.90671814	5.5643259
DDB_G0267224	5.4986683	5.20249694	5.39619983	5.20249694	5.20249694	5.38376669
DDB_G0267226	5.20249694	5.20249694	5.39619983	5.20249694	5.58157579	5.20249694
DDB_G0267228	5.20249694	5.49877869	5.20249694	5.20249694	5.95430202	5.7128769
DDB_G0267230	8.64530966	8.78622103	8.59710863	5.20249694	7.73486455	6.88309119
DDB_G0267232	5.20249694	5.62077281	5.20249694	5.41336146	5.20249694	5.20249694
DDB_G0267234	5.62061751	5.62077281	5.47622922	5.62311022	5.47093056	5.5160544
DDB_G0267236	13.79705177	13.64717622	13.5866412	12.725792	12.72002405	12.27287687
DDB_G0267238	11.5216755	11.36541839	11.14858504	10.32618047	10.30971303	10.30387568
DDB_G0267240	6.32318848	6.12525948	6.29013114	6.94635434	6.04074263	6.55720738
DDB_G0267242	5.4986683	5.49877869	5.20249694	5.56707929	5.7993338	5.89825162
DDB_G0267244	6.28690659	5.97837883	6.60958333	5.95490074	6.88812493	6.64799993
DDB_G0267246	5.62061751	5.62077281	5.39619983	5.41336146	5.95430202	5.7998206
DDB_G0267248	5.4986683	5.20249694	5.20249694	5.41336146	5.47093056	5.7128769
DDB_G0267250	6.8206906	6.51670471	6.55075573	7.07129202	6.08046446	5.82598355
DDB_G0267252	11.3429016	11.30092303	11.1931071	9.39422727	7.36766566	6.6085857
DDB_G0267258	5.92176773	5.62077281	5.67520921	5.8957879	6.6174888	6.38583936
DDB_G0267260	5.20249694	5.71389267	5.39619983	5.41336146	5.90671814	5.7128769
DDB_G0267262	5.20249694	5.20249694	5.47622922	5.41336146	5.73707542	5.60677107
DDB_G0267264	5.20249694	5.20249694	5.39619983	5.20249694	5.20249694	5.20249694
DDB_G0267272	5.20249694	5.49877869	5.47622922	5.50044017	5.20249694	5.45868301
DDB_G0267274	5.20249694	5.20249694	5.20249694	5.41336146	5.66611114	5.5160544
DDB_G0267282	5.71370344	5.62077281	5.99187089	5.20249694	5.58157579	5.5160544
DDB_G0267286	5.20249694	5.49877869	5.53749911	5.41336146	5.20249694	5.20249694
DDB_G0267292	9.0680999	8.12504571	8.74191521	10.36465907	10.36814322	10.45760495
DDB_G0267294	9.9253512	5.20249694	5.20249694	11.93621375	11.82114446	11.29729734
DDB_G0267296	7.6497541	8.07497952	8.56679523	8.43598241	8.38468535	7.98523707
DDB_G0267300	5.92176773	5.79199281	5.71270866	5.56707929	5.95430202	5.96322167
DDB_G0267304	5.92176773	6.03056788	6.22487481	5.92599803	5.85538562	6.12901733
DDB_G0267306	5.92176773	5.62077281	5.53749911	5.41336146	5.66611114	5.85102995
DDB_G0267308	5.20249694	5.20249694	5.20249694	5.20249694	5.20249694	5.5160544
DDB_G0267310	6.42440253	6.75251819	7.58673348	7.19310913	6.77987082	6.80993495
DDB_G0267314	6.54512563	6.54559443	6.25809424	6.71205532	6.39973798	6.64799993
DDB_G0267318	5.20249694	5.20249694	5.47622922	5.20249694	5.20249694	5.45868301
DDB_G0267320	5.62061751	5.20249694	5.20249694	5.41336146	5.20249694	5.20249694
DDB_G0267322	5.4986683	5.49877869	5.47622922	5.62311022	5.20249694	5.60677107
DDB_G0267324	5.20249694	5.20249694	5.58903657	5.20249694	5.58157579	5.38376669
DDB_G0267326	5.4986683	5.71389267	5.63434117	5.50044017	6.08046446	5.96322167
DDB_G0267328	5.71370344	5.92203132	5.63434117	5.8957879	5.85538562	6.05974117
DDB_G0267330	5.20249694	5.20249694	5.53749911	5.20249694	5.90671814	5.9835787
DDB_G0267332	5.79177542	5.49877869	5.58903657	5.50044017	5.58157579	5.38376669
DDB_G0267334	5.20249694	5.20249694	5.39619983	5.20249694	5.90671814	5.68022156
DDB_G0267336	5.4986683	5.62077281	5.47622922	5.56707929	5.20249694	5.5643259
DDB_G0267342	6.0302665	5.20249694	6.51382601	5.8957879	6.22227299	6.04141717
DDB_G0267344	5.97809553	5.86045107	5.58903657	5.50044017	5.66611114	5.89825162
DDB_G0267346	5.62061751	5.71389267	5.47622922	5.62311022	5.20249694	5.68022156
DDB_G0267350	5.20249694	5.20249694	5.20249694	5.20249694	5.47093056	5.38376669
DDB_G0267352	7.21542937	7.54202545	7.01058773	6.91560324	7.46938715	7.31126181
DDB_G0267354	10.20042048	10.10458914	10.0627992	8.94392993	9.32580336	9.4252357
DDB_G0267356	10.08713177	9.54124517	9.24609972	9.58736762	12.54281115	11.18272632
DDB_G0267358	5.20249694	5.20249694	6.32108919	5.20249694	9.17704005	8.88388684
DDB_G0267360	5.20249694	5.20249694	5.20249694	5.20249694	5.85538562	5.20249694
DDB_G0267362	6.75198862	5.20249694	5.74753596	6.00934262	9.26091544	10.51787779
DDB_G0267366	7.52869158	7.11553718	6.68693026	6.76048337	9.57892544	8.36251763
DDB_G0267368	8.89387491	8.82167471	8.08791848	8.16190861	12.35841008	10.79255344
DDB_G0267370	8.56378457	8.65185531	8.42454628	7.80483412	8.04501585	8.23550764
DDB_G0267372	7.32349407	6.7042974	5.81097935	6.41508936	6.18900111	8.71509029
DDB_G0267374	12.82179457	12.7322545	12.79743361	12.49495243	12.40438713	12.4884254
DDB_G0267376	9.29691189	9.59468865	9.99006759	10.18376113	9.62647475	9.32897893
DDB_G0267378	5.20249694	5.49877869	5.58903657	5.62311022	5.47093056	5.64507003
DDB_G0267380	13.50693659	13.35225012	13.40236288	12.89579207	13.09786306	13.2775516
DDB_G0267382	15.47761436	15.42143674	15.54576795	14.92928093	15.03066375	14.78947686
DDB_G0267384	9.65922018	9.78034578	9.89037161	10.0344014	9.86905435	9.84680665
DDB_G0267386	13.72487903	13.6217166	13.5244318	12.99521817	13.59123872	13.1357457
DDB_G0267388	8.35764282	8.47815275	8.38735039	8.484927	8.66726129	9.02186032
DDB_G0267390	11.89940518	11.65412595	11.74584936	11.56014696	11.8613612	11.82912547
DDB_G0267392	8.24202664	8.52207414	8.42454628	8.21730243	8.19987213	8.23267631
DDB_G0267394	9.83462194	9.9263515	9.83990472	10.34991394	9.8249257	10.34710301
DDB_G0267396	8.24953861	8.40624832	8.29756533	7.92004833	8.89890927	8.44530113
DDB_G0267398	6.54512563	6.42483405	6.63224411	6.79550325	6.77987082	6.38583936
DDB_G0267400	15.7721503	15.81102865	15.70855825	15.33854647	15.45611193	15.3653826
DDB_G0267402	12.88997961	12.70254155	12.74502704	13.06135073	13.0588393	13.13471897
DDB_G0267404	10.29474099	10.49911265	10.35437474	9.72565374	10.38894147	9.810735
DDB_G0267406	10.61593794	10.59531884	10.83705418	11.19872254	10.4692558	10.68846998
DDB_G0267408	10.77576343	10.78063924	10.81272243	10.687259	10.70751312	11.05075611
DDB_G0267410	9.38044881	9.23185387	9.48635785	10.43291402	10.37093374	9.81447658
DDB_G0267412	5.79177542	5.49877869	5.39619983	5.62311022	5.20249694	5.38376669
DDB_G0267414	9.3040623	9.30858471	9.38499008	9.25927933	9.03945854	8.56886256
DDB_G0267416	11.80585728	11.76035654	11.38574475	9.99031667	11.6048541	11.12747883
DDB_G0267418	16.98221049	16.79604613	16.82525279	15.82526322	16.65123688	16.1852409
DDB_G0267420	11.3558204	11.28569004	11.17745246	10.94608669	11.12682122	11.41670376
DDB_G0267422	10.5499934	10.50376874	10.68157456	10.80827314	10.4886538	10.14369398
DDB_G0267424	9.18900741	9.2578902	9.48635785	9.16500847	9.1115789	8.88924222
DDB_G0267426	12.02386457	11.97887433	11.91112282	12.22333645	12.0105326	11.87300009
DDB_G0267428	8.85534678	9.01765636	8.8525952	8.89912629	8.79826212	8.50259499
DDB_G0267430	8.72775241	8.72330866	9.08519921	8.97833337	8.61602918	9.02186032
DDB_G0267432	8.57572219	8.43938716	8.18164242	9.11028095	9.09134169	8.7410304
DDB_G0267434	7.35278013	7.93190227	8.13383193	8.26684688	7.5016233	7.81615673
DDB_G0267436	12.8258231	12.87197894	12.61315906	12.45400006	12.94906711	12.67334519
DDB_G0267438	12.51484074	12.59326277	12.11709911	11.15401039	10.09017745	10.42374537
DDB_G0267440	7.80284656	7.70718849	7.70087289	7.55917345	7.5016233	7.25996678
DDB_G0267442	8.29378416	8.33753577	8.36690739	8.44260726	8.10767782	8.25516829
DDB_G0267444	12.91113533	12.86023379	12.84683168	12.57016504	12.51566472	12.46038724
DDB_G0267446	8.92210263	8.93231676	8.94749905	9.18279544	9.09473451	9.48286109
DDB_G0267448	11.01175888	11.02148181	10.97643268	10.81270629	10.76590525	10.96552533
DDB_G0267450	11.5983213	11.56193246	11.7016086	11.80953601	11.43802639	11.70582099
DDB_G0267452	12.29193428	12.19281832	12.23420477	11.9689151	12.09095416	12.03645858
DDB_G0267454	16.9037782	16.84306739	16.76180811	16.2272232	16.85540633	16.62672823
DDB_G0267456	5.71370344	5.71389267	5.99187089	6.32959511	5.95430202	6.05974117
DDB_G0267458	9.44652754	9.15474401	9.54029933	10.22332822	10.03492282	9.48990423
DDB_G0267460	8.70079985	8.97786761	9.25715386	8.95549015	8.89111403	8.64703244
DDB_G0267462	10.09537937	10.29575857	10.0636967	9.93207579	10.1186909	9.7465712
DDB_G0267464	10.21563055	10.16661074	9.90947366	9.43597903	10.18363415	9.93106372
DDB_G0267466	8.79042686	8.60602593	8.80374337	8.07015749	8.54304156	9.02348303
DDB_G0267468	8.8056733	8.47815275	8.5845568	10.13196187	9.75821984	9.68657445
DDB_G0267470	7.27828631	7.14994818	7.16995591	7.47510697	7.70782213	6.74080195
DDB_G0267472	11.30521312	11.37561057	11.17745246	10.66361172	10.83218044	10.29453704
DDB_G0267474	5.97809553	5.62077281	5.58903657	5.8306795	5.20249694	5.94225222
DDB_G0267476	6.16837209	6.07934623	6.03582924	6.23554635	6.42635083	6.25229408
DDB_G0267480	12.11734875	12.02977256	11.8913122	11.6848818	11.77662303	11.49939013
DDB_G0267482	8.04843819	8.15745059	7.8236433	7.75154795	8.03787566	8.3044934
DDB_G0267484	7.99551832	8.12504571	7.84092751	7.86114465	7.72591012	7.73329689
DDB_G0267486	8.27183588	8.09186921	8.00658747	7.41361695	7.90262014	8.26351055
DDB_G0267488	7.29353186	7.24790097	7.05824313	7.2812352	7.45846502	7.45402662
DDB_G0267490	8.98587294	9.11457267	9.40782874	10.06766175	8.50764825	9.05714107
DDB_G0267492	11.76059596	11.66386116	11.65507577	11.03657224	11.80834325	11.62356711
DDB_G0267494	6.16837209	6.03056788	6.03582924	6.21549909	6.08046446	6.56768241
DDB_G0267496	12.29506723	12.35268114	12.54225	11.697946	11.82012453	11.48187759
DDB_G0267498	7.77146103	7.69603896	7.59190264	7.66169184	7.62329386	7.85763356
DDB_G0267500	10.59429001	10.55700639	10.48868881	9.910944	10.05589268	9.91982117
DDB_G0267502	9.73249815	9.63775418	9.66394363	9.53610125	9.93846616	9.78044658
DDB_G0267504	9.275244	9.23560246	9.27124211	8.99634832	9.59574736	9.39803007
DDB_G0267506	5.92176773	6.12525948	6.17255622	5.8957879	6.04074263	6.07763852
DDB_G0267508	9.6703148	9.44102539	9.30662832	9.41942388	9.45266987	9.62822314
DDB_G0267510	7.09734922	7.09797099	6.90046229	6.84060778	6.83524886	7.21258676
DDB_G0267512	9.38382606	9.37123437	9.35003522	9.36512548	9.26693729	9.56961793
DDB_G0267514	10.0387684	10.01605559	10.01255455	10.12280431	10.05241885	9.83580375
DDB_G0267516	10.02587996	9.92171606	9.97964244	9.4043591	9.77729579	9.45553755
DDB_G0267518	5.20249694	5.49877869	5.39619983	5.20249694	5.20249694	5.45868301
DDB_G0267520	5.20249694	5.20249694	5.39619983	5.41336146	5.47093056	5.45868301
DDB_G0267522	6.57323645	6.7987835	6.90930028	6.66144944	6.72169307	6.92186014
DDB_G0267524	11.85278211	11.81130082	11.70821718	11.21937742	11.37134973	11.56434079
DDB_G0267526	9.41056151	9.6206826	9.46610539	9.31765537	9.75608458	9.82007075
DDB_G0267528	13.7838911	13.62954371	13.60045186	12.8549412	14.03997422	13.0498215
DDB_G0267530	11.84180551	11.67902782	11.88092248	12.83889221	11.89468534	12.3720549
DDB_G0267532	5.62061751	5.71389267	5.920382	6.13028102	5.66611114	5.85102995
DDB_G0267534	10.30899153	10.35709205	10.13800845	9.63400179	10.29949588	10.27703156
DDB_G0267536	11.98946582	11.89220545	11.83177325	11.28919785	11.83686179	11.79998019
DDB_G0267538	10.67625168	10.76262557	11.06731383	10.47188625	10.4416522	10.3490374
DDB_G0267540	10.22693358	10.20334418	10.28836309	10.1217832	10.09862255	9.56072863
DDB_G0267542	6.0302665	6.2872941	6.39432132	6.44730283	6.3442319	6.28058332
DDB_G0267544	6.45594831	6.39224445	6.69755144	6.69961707	6.57286294	6.74967499
DDB_G0267546	7.90255275	7.97822317	7.84092751	7.36372037	8.08017617	7.99199164
DDB_G0267548	9.05966395	9.11049278	9.41770741	8.97151871	9.0776893	8.86226178
DDB_G0267550	5.20249694	5.20249694	5.20249694	5.56707929	5.20249694	5.5643259
DDB_G0267552	9.03405311	8.85137631	8.81878955	8.3574704	8.53803928	9.02023575
DDB_G0267554	6.07902811	6.16872043	5.96884879	5.95490074	6.15438443	6.20810647
DDB_G0267556	9.70579189	9.62924375	9.25715386	8.72884013	10.30388354	9.3078638
DDB_G0267558	6.42440253	6.54559443	6.22487481	6.2551502	6.66035403	6.5780554
DDB_G0267560	10.53492001	10.50066635	10.40975307	10.02350618	10.37788646	10.55465606
DDB_G0267562	6.88556681	7.18344493	7.45053358	8.22889233	6.95515858	6.73185912
DDB_G0267564	7.19922037	7.26352002	7.49009699	6.97634107	6.97134967	6.41044251
DDB_G0267566	6.24913047	6.42483405	6.71849671	6.71205532	6.37238333	6.20810647
DDB_G0267568	11.85702834	11.99438837	12.3241135	11.61083362	11.58337364	11.3593554
DDB_G0267570	9.95285307	9.90066972	10.33592705	11.93563337	10.59985802	11.16783434
DDB_G0267572	9.91839279	9.98529127	9.51160737	8.86763926	9.68378004	9.80416371
DDB_G0267574	8.09104688	8.29463661	8.22461881	8.36097656	8.15453632	8.66800276
DDB_G0267576	6.94708058	7.08015406	6.82728104	7.00560567	7.12249016	7.41848031
DDB_G0267578	5.62061751	5.49877869	5.39619983	5.20249694	5.47093056	5.45868301
DDB_G0267580	8.83072663	9.30502257	9.87510978	9.58884809	9.02885195	9.00881179
DDB_G0267582	9.13385306	8.98234374	8.88153101	8.09154734	8.94856538	8.48848795
DDB_G0267584	8.96794178	8.99568853	8.93769793	9.4060408	9.0464861	9.20308412
DDB_G0267586	8.05706512	7.79323642	8.10575713	7.97653604	8.06621866	8.16294605
DDB_G0267588	11.63622825	11.73155075	11.81110107	11.47602879	11.50302785	11.14983248
DDB_G0267590	10.25480899	10.1860609	10.34849715	10.51606025	10.28181034	10.25862472
DDB_G0267592	11.59541956	11.68313665	12.21698177	11.46319848	10.47834071	10.81790641
DDB_G0267594	7.80284656	8.03183452	7.70562321	7.67900015	7.3439472	8.13283194
DDB_G0267596	8.09941411	8.24287172	8.25680217	8.20952215	8.18062239	8.28824363
DDB_G0267598	7.46377789	7.13286044	7.14112498	7.2812352	7.35586036	7.47391712
DDB_G0267600	5.86020925	5.71389267	6.03582924	5.86409041	5.85538562	5.74348873
DDB_G0267602	9.01235433	8.92302943	9.24609972	9.63400179	9.59574736	9.47460017
DDB_G0267604	9.81476927	9.83807989	9.56842909	9.28328218	10.17567465	9.66185636
DDB_G0267606	8.69534742	8.78622103	8.38153976	7.87113894	8.57268953	8.72312241
DDB_G0267608	7.56617254	7.50382062	7.42153038	7.12495213	7.45846502	7.5782898
DDB_G0267610	5.71370344	5.62077281	5.71270866	5.71674061	5.20249694	5.7128769
DDB_G0267612	6.20968831	5.97837883	6.30573914	6.47851707	6.39973798	6.92946535
DDB_G0267614	9.12579737	9.33676758	9.23336104	8.17396499	9.17383716	8.63216656
DDB_G0267616	10.07675536	10.00075564	9.97678606	9.66099105	10.20568946	9.51773615
DDB_G0267618	5.20249694	5.49877869	5.53749911	5.50044017	5.20249694	5.45868301
DDB_G0267620	5.4986683	5.49877869	5.63434117	6.00934262	5.58157579	5.7998206
DDB_G0267622	6.90642483	7.00620776	6.86443863	6.87333171	6.85313904	7.1820555
DDB_G0267624	7.16616871	7.00620776	7.28568191	7.88599529	7.60376773	7.94400141
DDB_G0267630	9.35314053	9.5502917	9.43587495	9.60356948	9.32291678	9.38675002
DDB_G0267632	5.62061751	5.62077281	5.47622922	5.56707929	5.20249694	5.45868301
DDB_G0267634	5.20249694	5.20249694	5.74753596	5.67234499	5.66611114	5.60677107
DDB_G0267636	9.94830578	9.89595064	9.86587434	9.0207535	9.66113147	9.40798284
DDB_G0267638	11.33856949	11.4610498	11.57465007	11.36055808	11.436696	10.60137649
DDB_G0267640	6.39182322	5.97837883	6.0568736	6.62191653	6.50220229	6.2230831
DDB_G0267642	6.8206906	6.94766368	6.93542933	7.10732033	7.00309882	7.20653883
DDB_G0267644	8.99475475	9.08160282	8.95334756	8.5134997	9.17062708	9.19015253
DDB_G0267646	6.84271615	6.77588351	6.83668132	6.88404127	6.77987082	7.09242227
DDB_G0267648	8.67886339	8.80658828	8.71916558	8.63394092	8.94856538	8.64914347
DDB_G0267650	9.05966395	8.99125411	8.70996275	9.0382444	8.73862739	8.65125137
DDB_G0267654	5.20249694	5.20249694	5.47622922	5.50044017	5.58157579	5.5160544
DDB_G0267656	7.92165393	7.96908246	8.11986526	7.72410199	8.08710273	8.36767573
DDB_G0267658	6.28690659	6.32358776	6.32108919	6.46302999	6.97134967	6.70459841
DDB_G0267660	5.79177542	5.79199281	5.920382	5.7952645	5.7993338	6.02263765
DDB_G0267662	6.96690523	6.92750254	7.12645829	6.95643268	6.98732764	6.98139973
DDB_G0267664	8.91275534	8.96887302	8.86920183	8.82033066	8.84746095	9.35622872
DDB_G0267666	10.19467503	10.25766428	10.34185606	9.36339507	9.57408277	9.23561037
DDB_G0267668	7.40945139	6.7987835	7.00246233	7.1594903	7.25734273	7.55062522
DDB_G0267670	9.45297103	9.33676758	8.94162646	8.14158026	9.2396373	9.20308412
DDB_G0267672	6.0302665	6.07934623	6.0568736	6.17396191	6.47754152	6.52514445
DDB_G0267674	10.31429933	10.33112541	10.37836946	10.36465907	10.44959306	9.94989166
DDB_G0267676	6.77534733	6.90699709	6.82728104	6.94635434	7.00309882	6.98139973
DDB_G0267678	5.71370344	5.71389267	5.58903657	5.56707929	5.7993338	5.45868301
DDB_G0267680	7.85360565	7.6504988	7.61238243	7.58400916	7.91831986	7.98184738
DDB_G0267682	7.94981821	8.13321781	8.04043737	8.04404727	8.16764028	7.99199164
DDB_G0267684	6.07902811	6.32358776	6.38011379	7.41361695	6.85313904	7.08576785
DDB_G0267686	10.28576227	10.32937754	10.68624103	9.93905129	10.14502078	9.29047567
DDB_G0267688	10.98650442	10.83459993	11.07977824	11.78751209	10.51032703	11.05194357
DDB_G0267690	9.68132441	9.87691795	9.95082019	9.52686112	10.14502078	9.84954428
DDB_G0267692	7.39551187	7.27895165	7.51765082	8.84791103	8.55299339	8.5165626
DDB_G0267694	6.16837209	6.03056788	6.50121985	6.52362476	6.39973798	6.36059856
DDB_G0267696	5.20249694	5.62077281	5.53749911	5.67234499	5.47093056	5.7998206
DDB_G0267698	6.77534733	6.88613344	6.74920395	6.66144944	6.74141754	6.67665935
DDB_G0267700	5.20249694	5.49877869	5.58903657	5.41336146	5.47093056	5.5160544
DDB_G0267702	5.62061751	5.20249694	5.78017525	5.71674061	5.73707542	5.7998206
DDB_G0267704	11.0932248	11.01823229	10.98118659	10.24318089	10.83924782	10.82857094
DDB_G0267706	7.24724287	7.18344493	7.17706204	7.12495213	7.40245515	8.23267631
DDB_G0267708	7.50310565	7.71824707	7.58673348	8.03964741	7.84621462	8.22129338
DDB_G0267710	6.86433588	6.62783079	6.47553566	7.17641121	6.72169307	6.66718845
DDB_G0267712	11.37201981	11.26299216	11.21183284	10.76644377	11.10101571	11.28993606
DDB_G0267714	8.24953861	8.61183627	8.40177294	8.11261325	8.49737096	8.84030342
DDB_G0267716	5.20249694	5.49877869	5.20249694	5.41336146	5.47093056	5.64507003
DDB_G0267718	7.75012863	7.62713931	7.6524295	7.82042268	7.40245515	7.71280194
DDB_G0267720	5.79177542	5.71389267	5.86808896	6.56686389	5.99881265	6.61857365
DDB_G0267722	12.41757877	12.54742349	13.57749086	12.86076101	12.78940678	13.02404228
DDB_G0267724	5.92176773	6.12525948	6.39432132	6.82949412	6.28528119	6.56768241
DDB_G0267726	7.55379541	6.4563897	6.29013114	6.90517511	7.00309882	6.80993495
DDB_G0267728	7.80284656	6.77588351	6.17255622	6.87333171	7.12249016	6.39821808
DDB_G0267730	12.80682175	12.8827364	12.89509784	12.78755644	12.72956069	12.14520828
DDB_G0267732	9.7509016	9.80824713	9.76790079	9.73102493	10.13356067	9.38170804
DDB_G0267734	12.00540212	11.74537075	11.71963873	11.51112433	11.80679944	11.07548969
DDB_G0267736	5.4986683	5.20249694	5.20249694	5.20249694	5.20249694	5.5160544
DDB_G0267738	5.20249694	5.20249694	5.53749911	5.20249694	5.20249694	5.38376669
DDB_G0267740	5.86020925	5.62077281	5.53749911	5.71674061	5.66611114	5.7128769
DDB_G0267742	6.07902811	5.62077281	6.0568736	5.8957879	5.95430202	5.7128769
DDB_G0267744	8.50878289	8.68528114	8.68434315	9.48770719	8.6718283	9.00881179
DDB_G0267746	9.27160061	9.20150657	9.34264443	10.39708298	8.75592258	9.0331808
DDB_G0267748	10.10766284	10.22230761	10.13544995	9.88227653	10.45749039	9.9942631
DDB_G0267750	7.27828631	7.26352002	7.13381303	7.10732033	7.75259835	7.30003769
DDB_G0267752	8.62823042	8.67422643	8.98414115	9.27409785	8.34502803	8.68249976
DDB_G0267754	7.33821953	7.52941189	7.52309372	7.50807196	7.3439472	7.55062522
DDB_G0267756	5.20249694	5.49877869	5.58903657	5.8957879	5.66611114	5.7998206
DDB_G0267758	7.04312661	7.30927194	6.85525876	7.75154795	6.97134967	7.27154331
DDB_G0267760	9.7870164	9.80321426	9.81345747	9.77588736	9.8531638	9.64933599
DDB_G0267762	6.07902811	5.97837883	5.96884879	5.8306795	5.95430202	6.16154979
DDB_G0267764	5.71370344	5.79199281	5.53749911	5.71674061	5.73707542	5.74348873
DDB_G0267766	9.29332325	9.40489202	9.07986743	8.05280534	9.47363208	9.23281115
DDB_G0267768	9.71920705	9.83807989	9.69905283	9.41441985	9.71929125	9.95836904
DDB_G0267770	6.20968831	6.12525948	6.13579669	6.72435766	6.54983235	6.70459841
DDB_G0267772	5.4986683	5.49877869	5.67520921	5.20249694	5.47093056	5.38376669
DDB_G0267774	9.55531285	9.47310237	9.43726297	9.19453177	9.52222345	9.50156652
DDB_G0267776	12.85006522	12.89784011	13.08874548	13.29330507	12.99362139	7.55991048
DDB_G0267778	5.20249694	5.20249694	5.20249694	5.20249694	5.20249694	5.38376669
DDB_G0267780	8.47088913	7.80362017	7.81053536	7.91523489	10.08678549	8.3232168
DDB_G0267782	5.20249694	5.20249694	5.20249694	5.20249694	5.47093056	5.38376669
DDB_G0267784	7.59058859	7.6504988	7.51765082	7.86114465	7.57393546	7.60985922
DDB_G0267786	11.90468907	11.77261973	12.20585826	12.05826829	12.14652702	12.17056935
DDB_G0267788	8.88434009	8.7964411	8.98032809	8.364474	8.10767782	8.49084893
DDB_G0267790	6.32318848	6.39224445	6.336192	7.4616879	5.7993338	6.8182927
DDB_G0267792	5.4986683	5.49877869	5.67520921	5.62311022	5.66611114	5.5160544
DDB_G0267794	10.48088559	10.49444147	10.27834971	9.63256716	10.47575086	10.23231363
DDB_G0267796	10.8397088	10.82098713	10.89966503	10.83466978	11.05232685	10.92548525
DDB_G0267798	7.55379541	7.23208939	7.93228549	8.36097656	7.8947026	8.44773538
DDB_G0267800	6.94708058	7.39620371	7.39785854	7.24988613	7.13664043	7.39248883
DDB_G0267802	5.20249694	5.62077281	5.53749911	5.20249694	5.20249694	5.20249694
DDB_G0267804	9.86147944	9.88646577	9.92239884	9.70123187	9.75394614	9.47104517
DDB_G0267806	5.62061751	5.20249694	5.47622922	5.20249694	5.47093056	5.20249694
DDB_G0267808	6.16837209	6.03056788	6.13579669	6.17396191	6.50220229	6.51423513
DDB_G0267810	7.21542937	7.39620371	7.27259712	7.48839143	7.48021988	7.44396795
DDB_G0267812	5.4986683	5.49877869	5.20249694	5.50044017	5.47093056	5.38376669
DDB_G0267814	6.96690523	6.82123944	6.90046229	6.39858188	6.72169307	6.42251743
DDB_G0267816	7.36717986	7.33889858	7.63755104	8.30014904	7.67090531	7.44396795
DDB_G0267818	7.99551832	7.80362017	7.7150742	8.74227612	8.20623025	7.74544706
DDB_G0267820	8.3783004	8.43938716	8.07348098	8.11678845	8.48181351	8.51192205
DDB_G0267822	9.05966395	9.15077727	8.7076527	7.94386653	8.91821292	8.71710258
DDB_G0267824	9.61970004	9.74403338	9.57095923	9.33011419	9.56190414	9.59269386
DDB_G0267826	5.4986683	5.97837883	5.39619983	5.7952645	5.66611114	5.68022156
DDB_G0267828	7.71748931	7.8139256	7.7613671	7.30425659	8.53301925	7.86504179
DDB_G0267830	9.9753764	10.12085229	9.97392399	9.43103252	10.06626413	9.88466713
DDB_G0267832	6.48653931	6.42483405	6.6434005	6.47851707	6.52628854	6.49206638
DDB_G0267834	6.72814172	6.39224445	6.70807285	7.05287853	6.68117717	7.32238951
DDB_G0267836	7.9774192	7.6847969	7.8579964	7.83071723	7.71689626	7.78909229
DDB_G0267838	8.082629	8.33753577	8.08432313	7.79959818	8.25608127	8.08954809
DDB_G0267840	8.30102462	8.50966383	9.57095923	9.32300814	8.74297095	8.29096502
DDB_G0267842	5.92176773	5.79199281	5.71270866	5.86409041	6.52628854	6.4578894
DDB_G0267844	6.32318848	6.2872941	6.32108919	6.31153819	6.18900111	6.36059856
DDB_G0267846	9.61683513	9.64902356	9.92832537	9.24618616	8.54802622	8.37537762
DDB_G0267848	9.32881148	9.26890535	9.19609311	9.09991233	8.97091334	9.29182074
DDB_G0267850	12.28023769	12.41741079	12.01396285	11.05913303	12.01008548	11.53208926
DDB_G0267852	7.67271148	7.78277309	7.69610587	7.52103223	7.64254066	7.95788388
DDB_G0267854	11.04404839	11.26756041	11.70764372	11.66820869	11.31743183	10.66278643
