gene_id	WT1_aggregat	WT2_aggregat	WT3_aggregat	D1_aggregat	D2_aggregat	D3_aggregat
DDB_G0267178	6.55072696	6.60605122	6.40237683	5.82414251	6.68446307	6.29998642
DDB_G0267180	6.3121861	6.32333148	6.3285666	5.56494386	7.36166034	6.37567205
DDB_G0267182	7.32769763	7.18123309	7.22748231	6.1956676	8.7218637	8.0950406
DDB_G0267184	6.33974588	6.12436656	6.34394477	5.93101645	6.59365185	6.33884199
DDB_G0267188	7.22520558	6.99505145	7.0514693	6.08127852	6.7672408	6.53713577
DDB_G0267190	5.56494386	5.56494386	5.8376816	5.56494386	5.56494386	5.56494386
DDB_G0267194	6.07561831	6.19815622	6.03594869	5.56494386	6.21315533	6.11541198
DDB_G0267196	5.86080485	6.1624658	6.19082341	6.1956676	6.23916104	6.53713577
DDB_G0267198	6.07561831	6.12436656	6.00922858	5.82414251	6.15749343	5.91435159
DDB_G0267200	5.77433213	5.77752058	5.56494386	5.93101645	5.56494386	5.91435159
DDB_G0267206	5.92698267	6.19815622	5.98073777	6.14146574	5.94127695	6.53713577
DDB_G0267208	6.25346311	6.23182562	6.26335886	5.82414251	6.86780852	6.29998642
DDB_G0267210	8.73146718	8.81066425	8.64240187	6.79853643	9.22376978	8.90038615
DDB_G0267212	6.64826387	6.54402233	6.46958985	6.01269398	6.90311457	6.67252272
DDB_G0267214	5.56494386	5.56494386	5.72256525	5.56494386	5.56494386	5.91435159
DDB_G0267216	5.86080485	5.77752058	5.56494386	5.82414251	5.94127695	6.05788816
DDB_G0267222	5.98262777	6.03858008	6.06118445	5.93101645	6.31139188	6.50733268
DDB_G0267224	5.56494386	5.56494386	5.56494386	5.82414251	5.89108776	5.81231358
DDB_G0267226	5.86080485	5.77752058	5.72256525	5.93101645	5.98540139	6.21471874
DDB_G0267228	5.77433213	5.56494386	5.56494386	5.56494386	6.1859863	6.85526459
DDB_G0267230	6.28347352	6.54402233	6.24599977	5.56494386	6.90311457	8.21830281
DDB_G0267234	6.11606239	5.93247605	6.03594869	5.93101645	5.94127695	6.50733268
DDB_G0267236	14.93143372	14.7269283	14.88117816	12.88134178	13.08667079	13.18296468
DDB_G0267238	12.46002507	12.21471391	12.37630634	10.87766521	10.74579958	11.13519422
DDB_G0267240	7.72769872	7.63458775	7.77131012	6.976219	7.81259875	7.45429562
DDB_G0267242	7.12467587	7.16972275	7.24549079	6.01269398	7.37705457	6.67252272
DDB_G0267244	8.56393564	8.43733913	8.40847775	6.976219	8.66174498	9.65502517
DDB_G0267246	7.34718901	7.13448916	7.33167116	6.1956676	7.36938165	6.93558364
DDB_G0267248	6.62958976	6.58585999	6.60045453	5.82414251	6.56121311	6.41074295
DDB_G0267250	6.44058056	6.45353412	6.56670867	6.77399612	6.57758304	6.76813446
DDB_G0267252	7.34718901	7.19263084	7.19061836	7.76605744	6.7672408	6.41074295
DDB_G0267258	8.34214966	8.37024498	8.35606786	6.51862236	8.20970967	7.87281908
DDB_G0267260	7.27754854	7.12250089	7.43272711	6.41348144	7.50069799	6.64702735
DDB_G0267262	7.23586046	6.98146242	6.97862851	6.01269398	6.84358536	7.04579037
DDB_G0267264	5.86080485	5.86530204	5.98073777	5.56494386	6.02520936	5.56494386
DDB_G0267272	5.98262777	5.77752058	5.56494386	5.82414251	5.89108776	5.91435159
DDB_G0267274	5.77433213	5.77752058	5.72256525	5.56494386	5.56494386	5.91435159
DDB_G0267280	5.56494386	5.56494386	5.56494386	5.56494386	5.56494386	5.81231358
DDB_G0267282	6.39186601	6.42923065	6.38819753	6.14146574	6.21315533	6.29998642
DDB_G0267286	5.56494386	5.98895432	5.72256525	5.93101645	5.56494386	5.56494386
DDB_G0267292	11.99252881	11.72130743	11.91714038	10.98740759	11.07275586	11.32296094
DDB_G0267294	11.78150445	10.93379379	10.45785684	12.10613217	9.68805309	10.48005549
DDB_G0267296	7.56797336	7.81898563	7.73555486	7.85865319	7.52130194	7.46661363
DDB_G0267300	7.40386346	7.15809717	7.23951834	6.01269398	7.23951123	8.20436513
DDB_G0267302	5.56494386	5.56494386	5.56494386	5.56494386	5.7535101	5.56494386
DDB_G0267304	6.80151894	6.66403907	6.76198463	6.37502088	6.66993833	8.52759814
DDB_G0267306	6.25346311	6.29420856	6.41629456	5.93101645	6.72674216	6.25876295
DDB_G0267308	5.56494386	5.77752058	5.56494386	5.56494386	5.56494386	5.56494386
DDB_G0267310	6.64826387	6.78685177	6.80735414	6.66913578	6.57758304	6.95474548
DDB_G0267314	7.72769872	7.8596384	8.01741868	7.57092952	7.28162193	7.41659275
DDB_G0267316	5.56494386	5.77752058	5.78774359	5.56494386	5.89108776	5.91435159
DDB_G0267320	5.86080485	6.03858008	5.95008323	5.82414251	6.02520936	6.05788816
DDB_G0267322	7.51842564	7.6659038	7.48766893	6.37502088	6.95945414	6.69733864
DDB_G0267324	6.55072696	6.50002238	6.63296437	5.93101645	6.56121311	6.50733268
DDB_G0267326	7.79737031	7.6659038	7.91242449	6.29135695	7.80167727	7.94257876
DDB_G0267328	9.21764339	9.00711451	9.16587331	6.66913578	8.38443725	8.17605695
DDB_G0267330	7.05240732	6.98146242	7.06548031	6.01269398	7.04390713	6.69733864
DDB_G0267332	5.92698267	6.23182562	6.03594869	5.56494386	5.83142766	6.21471874
DDB_G0267334	5.77433213	5.98895432	5.91669939	5.82414251	5.98540139	6.11541198
DDB_G0267336	5.77433213	5.98895432	6.03594869	6.08127852	6.06174022	6.69733864
DDB_G0267338	5.77433213	5.77752058	5.56494386	5.82414251	5.56494386	5.56494386
DDB_G0267342	8.21882257	8.1735467	8.25586474	6.69645042	7.87629947	8.04085223
DDB_G0267344	6.03152526	5.93247605	6.12992143	6.08127852	6.06174022	6.87593013
DDB_G0267346	5.92698267	6.19815622	5.95008323	6.01269398	5.94127695	6.41074295
DDB_G0267348	5.56494386	5.56494386	5.56494386	5.56494386	5.56494386	6.05788816
DDB_G0267350	5.56494386	5.86530204	5.56494386	5.93101645	5.56494386	5.56494386
DDB_G0267352	6.83255092	6.86606755	6.67457888	7.09253381	7.16884781	7.22341547
DDB_G0267354	7.86998071	8.05196753	7.90535963	8.00886028	8.0280302	8.55505395
DDB_G0267356	9.23699919	9.48489868	9.50426698	10.16344522	13.04883997	12.42241626
DDB_G0267358	5.56494386	5.56494386	5.56494386	5.56494386	9.38534289	10.74125542
DDB_G0267360	5.56494386	5.86530204	5.56494386	5.56494386	5.98540139	5.56494386
DDB_G0267362	6.3121861	6.03858008	6.54346063	8.51518745	9.92825013	13.00635491
DDB_G0267366	7.13628646	6.89611799	7.13304065	7.52036334	9.79877455	8.70936051
DDB_G0267368	8.26277406	8.50965868	8.38376769	8.97701828	12.09483487	10.73062542
DDB_G0267370	6.73639563	7.11038568	7.06548031	6.86876594	6.99189221	7.31001118
DDB_G0267372	6.48643435	7.51853298	6.31284267	7.44049424	6.6249416	8.16888743
DDB_G0267374	12.41639791	12.49477859	12.46269487	12.06956929	12.10202951	12.03332518
DDB_G0267376	11.11853703	11.04348453	11.09662178	10.42085463	10.6867247	10.52450749
DDB_G0267378	7.32769763	7.18123309	7.4778575	6.14146574	6.15749343	6.33884199
DDB_G0267380	13.98167702	13.99312685	14.06490645	14.13441459	14.05603204	13.44724147
DDB_G0267382	15.18184007	15.09897663	15.12354955	14.32255652	14.65180055	14.44871432
DDB_G0267384	10.1338784	10.18178351	10.06794828	10.15375922	10.15053432	9.98081373
DDB_G0267386	12.8943045	12.89342539	12.95413222	13.39355781	13.10243333	12.82711757
DDB_G0267388	8.4085911	8.42857842	8.44234904	8.39325815	8.27302833	8.53864531
DDB_G0267390	11.66914435	11.55695928	11.67581184	11.66495264	11.56996222	11.48626252
DDB_G0267392	9.06070487	9.01582265	9.00072787	8.8228781	8.94436219	8.78059069
DDB_G0267394	10.29190783	10.44556101	10.56850266	11.48459219	10.93683672	11.38148889
DDB_G0267396	8.17341593	8.19453289	8.33298455	8.45234802	8.43006243	8.0950406
DDB_G0267398	12.14192155	12.0708828	12.15367778	11.21097338	11.72610397	10.5847834
DDB_G0267400	15.07178286	15.10754345	15.16979881	15.65046874	15.10768678	15.08861286
DDB_G0267402	12.74085266	12.74811755	12.91884344	13.43186694	13.09243474	13.47473045
DDB_G0267404	9.75028385	9.71519872	9.83079255	9.90156506	9.61218221	9.51015143
DDB_G0267406	11.1429707	11.13289472	11.18448207	11.15969875	11.1473153	11.02063993
DDB_G0267408	10.33834967	10.47093037	10.52148524	10.77157993	10.56154177	10.54488112
DDB_G0267410	9.64225337	9.56191092	9.50087762	9.68706583	9.81577489	10.02019507
DDB_G0267412	10.17566764	10.20969342	10.23258337	6.14146574	7.75137712	5.99236099
DDB_G0267414	8.81801547	8.91695796	8.73458372	9.19029678	8.79556677	8.53864531
DDB_G0267416	10.06545954	10.27478711	10.31444236	11.10251537	10.81558055	10.17821942
DDB_G0267418	16.42976223	16.35494268	16.37659505	16.25202758	16.11631792	15.83944963
DDB_G0267420	10.91029956	11.05190948	10.99267555	10.58110312	10.59292621	10.17124213
DDB_G0267422	10.83177172	10.65923782	10.79269617	10.71216338	10.77144564	10.8489225
DDB_G0267424	9.82866547	9.67017789	9.74565417	9.24996885	9.37653633	9.08741862
DDB_G0267426	11.40036718	11.47320461	11.40550983	11.02716049	11.15809716	11.02547854
DDB_G0267428	9.01369278	9.09735663	9.16300961	9.37239791	9.11553557	8.91730065
DDB_G0267430	8.48842724	8.70294588	8.5190696	8.46514479	8.26527118	8.78521371
DDB_G0267432	9.1297245	9.10281085	9.17300744	9.93816195	10.73965804	10.32373204
DDB_G0267434	7.37585374	7.6424883	7.63075479	7.65486971	7.50760347	8.15443454
DDB_G0267436	12.1936051	12.17831645	12.31948251	13.5434532	12.71003193	12.73238969
DDB_G0267438	11.59373049	11.62956502	11.56379955	11.85120502	11.96523243	11.71127691
DDB_G0267440	8.44698005	8.4760933	8.4327555	7.64320868	8.25747006	8.13246415
DDB_G0267442	8.56393564	8.63260094	8.56359291	8.58703987	8.56800726	8.64456772
DDB_G0267444	12.61876481	12.6491416	12.8039485	13.27055517	12.77682033	12.59403893
DDB_G0267446	9.97651837	9.94713892	10.14289338	9.44430447	9.62114441	9.04195911
DDB_G0267448	10.16187241	10.32551673	10.25080849	10.69625174	10.31664489	10.19723421
DDB_G0267450	11.66426723	11.59347868	11.64045567	11.32223921	11.5416242	11.38299747
DDB_G0267452	12.25799171	12.15895548	12.34323542	12.5501817	12.36449895	12.01544583
DDB_G0267454	16.30539549	16.3184004	16.28688338	16.36923194	16.24139255	15.97186738
DDB_G0267456	11.71831324	11.68927241	11.81006701	11.13336085	11.20588916	10.35022205
DDB_G0267458	10.06141114	10.06993749	9.86014064	10.67069319	10.13396343	10.41954805
DDB_G0267460	9.81268538	9.53200459	9.73608798	9.10797796	9.30405704	9.38266605
DDB_G0267462	8.95338188	9.01871352	8.8481983	9.14777187	9.05263054	9.02647666
DDB_G0267464	9.05798213	9.20519001	9.07735052	9.65990645	9.43028186	9.3856934
DDB_G0267466	7.82423741	7.81208705	8.09958258	7.26335123	7.79618242	7.51470908
DDB_G0267468	8.935668	9.27922072	9.10299653	10.30316507	9.62114441	10.0124047
DDB_G0267470	12.33532987	12.41732188	12.46413988	11.35890183	11.95320015	11.58917306
DDB_G0267472	11.67664942	11.53108506	11.68600414	11.5916281	11.48729724	10.93064632
DDB_G0267474	6.11606239	6.26376709	6.19082341	5.56494386	6.09567173	6.62080214
DDB_G0267476	7.7489917	7.71894872	7.71934445	7.39855462	7.73417246	7.71112971
DDB_G0267480	12.22133644	12.0299046	12.08301619	12.18515966	12.03288383	11.97850941
DDB_G0267482	7.14778092	7.35162227	7.27491128	7.59547844	7.36938165	7.12994922
DDB_G0267484	8.07229094	7.99890896	8.01741868	7.89781676	8.10013038	7.63826858
DDB_G0267486	7.39459757	7.45625729	7.31492191	7.45416489	6.97037501	7.2818374
DDB_G0267488	7.3078877	7.40979258	7.35364992	7.55847553	7.23951123	7.29600679
DDB_G0267490	9.7265917	9.5539968	9.83169076	9.45383545	9.61667032	8.77595246
DDB_G0267492	11.36800752	11.32005909	11.33837263	11.46517229	11.52466754	12.11364827
DDB_G0267494	6.41661119	6.54402233	6.37374277	6.58194489	6.47425725	7.2083483
DDB_G0267496	11.7683422	11.70804588	11.76035097	11.16548683	11.34897442	11.66180585
DDB_G0267498	7.80413854	7.92474574	7.98777233	7.73368523	7.71087468	7.60573813
DDB_G0267500	9.52540683	9.6046734	9.43727182	9.94492122	9.62708821	9.16716292
DDB_G0267502	9.74860448	9.84559576	9.88371421	10.01296536	9.87061359	9.51292073
DDB_G0267504	8.97377195	8.92623626	8.99267147	10.13418922	9.47385073	9.8923
DDB_G0267506	6.48643435	6.54402233	6.62225783	6.64099384	6.4923934	7.36446315
DDB_G0267508	8.96797609	9.18991081	9.10150069	9.51883068	9.06807146	8.84397359
DDB_G0267510	6.48643435	6.23182562	6.49495586	6.61195633	6.60943369	6.44426687
DDB_G0267512	9.1731065	9.18991081	9.15005119	9.37574612	9.32618988	9.35203424
DDB_G0267514	10.97262087	10.9054025	10.98946643	10.35140198	10.6881429	10.61207133
DDB_G0267516	9.32325204	9.22780581	9.40860428	9.57810107	9.46391358	9.35203424
DDB_G0267518	5.56494386	5.77752058	5.56494386	5.56494386	5.7535101	6.05788816
DDB_G0267522	6.50842118	6.56519389	6.5893493	6.64099384	6.64018766	6.67252272
DDB_G0267524	10.4925256	10.61820759	10.63780844	10.70555488	10.67818608	10.26597183
DDB_G0267526	9.18062673	9.16407536	9.25594049	9.9108021	9.60767999	9.29840243
DDB_G0267528	13.98283466	14.00139307	13.91991696	14.21054222	14.06574002	13.65437476
DDB_G0267530	12.50930983	12.69265045	12.64192174	13.67568652	12.74670564	13.12781337
DDB_G0267532	7.59996467	7.55278436	7.65240412	6.64099384	7.22223973	6.33884199
DDB_G0267534	9.23940029	9.31484276	9.25190651	9.99787986	9.57422393	9.43035028
DDB_G0267536	10.6453474	10.62104255	10.51032734	10.79168519	10.68885148	10.47298418
DDB_G0267538	10.95165982	10.92311682	11.03803395	10.33435956	10.58989425	10.44289941
DDB_G0267540	10.6949165	10.75525461	10.77649319	10.80039377	10.59141103	10.68485768
DDB_G0267542	6.25346311	6.12436656	6.31284267	6.14146574	6.06174022	6.37567205
DDB_G0267544	7.22520558	7.23714554	7.33167116	7.19799499	7.08383534	7.2083483
DDB_G0267546	8.35119491	8.40195977	8.72485179	8.51518745	8.28458271	8.11761799
DDB_G0267548	10.64714742	10.65923782	10.77649319	9.26450445	9.99288469	9.33333466
DDB_G0267550	6.18878841	6.12436656	6.41629456	6.01269398	6.3338434	6.33884199
DDB_G0267552	8.24341344	8.54243528	8.39122705	8.50902949	8.44038176	8.52759814
DDB_G0267554	6.22197622	5.93247605	6.00922858	6.01269398	6.12747503	6.11541198
DDB_G0267556	9.85074276	9.94109325	9.96943212	10.5724111	10.24613889	9.7235085
DDB_G0267558	6.57111701	6.56519389	6.66434993	6.86876594	6.90311457	6.74510652
DDB_G0267560	8.9056433	8.96874885	8.91972782	9.1788245	9.33712889	9.09485577
DDB_G0267562	7.58406918	7.5612046	7.452987	7.39855462	7.33819888	7.70096817
DDB_G0267564	8.45536883	9.02735097	8.81927176	7.54589835	8.15601912	7.9168441
DDB_G0267566	7.47559707	7.34165256	7.37523961	6.55086886	6.80613826	7.04579037
DDB_G0267568	12.07234143	11.92988349	12.03442781	11.45339355	11.7212665	11.74744377
DDB_G0267570	10.45601577	10.39122688	10.3642657	10.70024616	10.74170813	10.45586995
DDB_G0267572	9.22735416	9.5218953	9.50539499	10.51156841	9.72868366	9.39172892
DDB_G0267574	8.13174827	8.07489709	8.06856792	8.11144838	7.99048525	8.11013375
DDB_G0267576	6.83255092	7.09814027	6.95579524	6.93453184	7.19584826	7.02817455
DDB_G0267578	6.93434121	7.09814027	7.17174168	6.55086886	6.6551831	6.79063614
DDB_G0267580	8.44276661	8.53431299	8.4542486	8.41983118	8.1518004	8.32499098
DDB_G0267582	9.73000036	9.62558511	9.69815776	9.05870648	9.33894394	9.3582134
DDB_G0267584	9.27025189	9.11635555	9.30477668	9.18265887	9.35158503	9.40073465
DDB_G0267586	7.49290401	7.45625729	7.62199212	7.64320868	7.68115375	7.74114761
DDB_G0267588	11.64594215	11.5465659	11.6376406	11.50451521	11.65214385	11.31823751
DDB_G0267590	10.21991205	10.05602361	10.13709756	10.46692599	10.21004014	10.00653407
DDB_G0267592	11.53324817	11.50422664	11.55839696	11.22119829	11.16879896	11.18014561
DDB_G0267594	7.45804755	7.35162227	7.32053078	7.44049424	7.36166034	7.4908916
DDB_G0267596	8.14228507	8.10858084	8.00760884	7.75535535	7.95675189	8.92149787
DDB_G0267598	7.18159408	7.32146437	7.21532233	7.18107242	7.06404889	7.36446315
DDB_G0267600	6.18878841	6.1624658	6.35899739	6.01269398	6.15749343	6.25876295
DDB_G0267602	8.605856	8.29973361	8.42309527	8.83760626	8.92021919	8.95872325
DDB_G0267604	8.90260549	8.9597458	8.83922225	9.27171705	9.24910721	9.07994235
DDB_G0267606	7.9689885	8.30934571	8.31213725	9.18648295	8.60199148	8.39382981
DDB_G0267608	7.07701407	7.06058844	7.05849672	7.27914319	7.33027678	7.33754219
DDB_G0267610	6.61052253	6.54402233	6.80735414	6.29135695	6.6551831	6.64702735
DDB_G0267612	8.4843376	8.95673202	8.7228973	9.47894507	9.03701987	9.16716292
DDB_G0267614	9.76862834	9.79451491	9.75326144	8.81793436	9.56960056	8.57663675
DDB_G0267616	9.45084061	9.42320333	9.34948341	9.7424785	10.07766664	9.7888691
DDB_G0267618	5.77433213	5.56494386	5.78774359	5.82414251	5.7535101	5.81231358
DDB_G0267620	6.44058056	6.35128313	6.49495586	6.29135695	6.39724787	6.62080214
DDB_G0267622	6.75308565	7.18123309	7.01565069	6.95557726	6.69876639	7.06313206
DDB_G0267624	10.05055931	9.75022429	10.03091266	7.84867927	8.76600351	7.59470878
DDB_G0267630	9.61668965	9.67565566	9.58649243	9.97824848	9.78555889	9.97881604
DDB_G0267632	6.1536111	5.93247605	5.91669939	6.08127852	5.98540139	6.05788816
DDB_G0267634	5.77433213	5.86530204	5.72256525	5.56494386	5.94127695	5.91435159
DDB_G0267636	10.70790928	10.5603039	10.64190349	10.1845275	10.17402525	10.19551595
DDB_G0267638	11.56404447	11.37927162	11.49108551	11.23502548	11.21624323	10.93373844
DDB_G0267640	9.5981464	9.67383206	9.46653474	8.2742601	9.67377116	9.45360868
DDB_G0267642	6.94811159	7.00847365	6.93246705	7.0739712	6.92600943	6.95474548
DDB_G0267644	8.20385365	8.16293159	7.96763904	8.36616589	8.30740482	8.36919179
DDB_G0267646	7.01444831	7.12250089	6.87595261	6.66913578	6.81877503	6.89619278
DDB_G0267648	8.62450359	8.75956998	8.57884693	8.84248171	8.79290467	9.02647666
DDB_G0267650	9.33676035	9.32652183	9.53109664	9.34190536	9.38006547	9.12422122
DDB_G0267652	5.56494386	5.56494386	5.56494386	5.56494386	5.56494386	5.99236099
DDB_G0267654	7.02724627	6.85070935	6.94807546	6.1956676	6.28818066	6.21471874
DDB_G0267656	7.31783323	7.33160046	7.35364992	7.68923491	7.52809584	7.88174124
DDB_G0267658	6.78563604	6.91082575	6.83362144	7.23112478	6.93727425	6.95474548
DDB_G0267660	5.77433213	5.77752058	5.91669939	5.93101645	5.89108776	5.56494386
DDB_G0267662	7.02724627	6.83511803	6.89241205	6.976219	6.95945414	6.81264096
DDB_G0267664	9.3118966	9.34959709	9.36698127	9.41857338	9.23941528	9.29840243
DDB_G0267666	9.81107754	9.6792959	9.64903337	8.93661739	9.01213655	9.23597342
DDB_G0267668	7.14778092	7.11038568	7.15898478	7.27914319	7.11288055	6.99207713
DDB_G0267670	8.5983269	8.85997274	8.70913931	9.48515418	8.96574451	8.59789163
DDB_G0267672	7.21445364	7.40028672	7.221418	7.09253381	7.10328111	6.97357198
DDB_G0267674	10.06411134	10.06160534	10.0815942	10.37492728	10.20509168	10.16774075
DDB_G0267676	6.71941265	6.70076602	6.77122619	7.09253381	7.05402338	7.09703252
DDB_G0267678	5.56494386	5.56494386	5.72256525	5.82414251	5.7535101	5.99236099
DDB_G0267680	8.03305128	8.22032129	8.09651279	8.81297325	8.41269134	8.15443454
DDB_G0267682	7.95097405	7.81898563	7.83256886	8.11144838	7.99996997	8.07977789
DDB_G0267684	6.57111701	6.32333148	6.42996344	6.99647546	7.01299361	7.36446315
DDB_G0267686	10.7461989	10.63980096	10.65462599	10.09017379	10.18914122	10.14477152
DDB_G0267688	11.04742478	10.90617724	10.97128077	11.02503949	11.02643202	10.92340548
DDB_G0267690	9.24419037	9.21528583	9.3330411	9.92454719	9.47879353	9.08368541
DDB_G0267692	8.46370732	8.45037751	8.44950099	7.83862975	8.33725875	8.43592057
DDB_G0267694	6.55072696	6.58585999	6.69470689	6.58194489	6.69876639	7.08020964
DDB_G0267696	6.41661119	6.40413885	6.17124104	6.14146574	6.15749343	6.21471874
DDB_G0267698	6.76949524	6.92533145	6.80735414	6.91306286	6.80613826	6.7215199
DDB_G0267700	6.03152526	5.93247605	5.95008323	5.93101645	5.98540139	5.99236099
DDB_G0267702	6.28347352	6.47711289	6.41629456	6.14146574	6.31139188	6.37567205
DDB_G0267704	10.46011845	10.45194539	10.52758543	10.07177164	10.3546694	10.30473515
DDB_G0267706	7.32769763	7.15809717	7.33167116	7.38425207	7.35388992	9.14585408
DDB_G0267708	7.9689885	7.97464016	7.91945217	8.39325815	8.20565357	8.19734277
DDB_G0267710	7.90171627	8.14685261	7.93339766	7.41269306	7.81802579	7.64893188
DDB_G0267712	10.25577022	10.32087243	10.22918286	10.37825686	10.28510967	10.23619806
DDB_G0267714	7.73483498	7.79818074	7.71934445	7.82850339	8.03265071	9.06487073
DDB_G0267716	6.03152526	6.26376709	6.00922858	5.56494386	5.94127695	6.11541198
DDB_G0267718	8.49250491	8.52204028	8.37375901	8.31033618	8.20565357	8.29908364
DDB_G0267720	7.13628646	7.24801677	7.30362542	6.93453184	7.45844785	8.07977789
DDB_G0267722	13.05313986	12.61710517	13.50561266	12.6935593	12.92675483	15.13829291
DDB_G0267724	6.71941265	6.60605122	6.51956005	6.64099384	6.60943369	6.89619278
DDB_G0267726	9.69902669	10.05602361	10.17010887	7.03589937	8.33725875	7.89940817
DDB_G0267728	9.47748482	9.97994267	9.99530275	7.61956522	7.96647673	7.72121259
DDB_G0267730	13.05161298	13.00044657	13.0619842	12.53722373	12.71020631	12.53251566
DDB_G0267732	9.67623311	9.6331143	9.67430719	9.67355048	9.8768563	9.59360175
DDB_G0267734	11.75046412	11.74357591	11.82544097	11.70258612	11.47790378	11.50300783
DDB_G0267736	5.56494386	5.98895432	5.78774359	5.56494386	5.89108776	5.99236099
DDB_G0267738	5.77433213	5.56494386	5.56494386	5.56494386	5.89108776	5.56494386
DDB_G0267740	5.92698267	5.98895432	6.00922858	6.14146574	6.1859863	6.33884199
DDB_G0267742	6.83255092	7.04778699	6.79844407	6.79853643	6.71285677	7.11360959
DDB_G0267744	9.26319132	8.96874885	9.10000327	9.04189539	9.40105916	9.59882219
DDB_G0267746	11.37562333	11.38205801	11.26994051	11.11652738	10.78939431	10.51076311
DDB_G0267748	9.15540322	9.15885152	9.21092591	10.20905084	9.5288932	9.17068357
DDB_G0267750	7.35681886	7.6659038	7.5681198	8.25956087	7.58117521	7.70096817
DDB_G0267752	8.47199615	8.56253679	8.5525944	8.22968243	8.41269134	8.85280037
DDB_G0267754	7.72052323	7.58613631	7.63511385	7.55847553	7.50760347	7.78969675
DDB_G0267756	6.11606239	6.1624658	6.06118445	6.33443247	6.21315533	6.29998642
DDB_G0267758	7.37585374	7.58613631	7.52141809	9.34873799	8.18519095	8.89612574
DDB_G0267760	9.64586837	9.48905698	9.55960543	9.68975367	9.63005089	9.75422533
DDB_G0267762	6.03152526	6.35128313	6.20977578	6.24531916	6.26413367	6.67252272
DDB_G0267764	6.61052253	6.56519389	6.46958985	5.93101645	6.02520936	6.25876295
DDB_G0267766	8.39118256	8.41088949	8.28294801	9.40880351	8.88071269	8.75252951
DDB_G0267768	8.35119491	8.4632948	8.55038427	9.25725518	8.74961281	8.97495897
DDB_G0267770	6.33974588	6.40413885	6.40237683	6.51862236	6.41723039	6.81264096
DDB_G0267772	5.86080485	5.77752058	5.87971872	6.01269398	5.7535101	6.05788816
DDB_G0267774	9.34792044	9.35872375	9.54542202	10.23500114	9.92463954	9.75889314
DDB_G0267776	13.36962139	13.30697581	13.40673678	13.30809009	13.23049393	12.14020189
DDB_G0267778	5.77433213	5.98895432	5.56494386	5.56494386	5.7535101	5.81231358
DDB_G0267780	8.77540558	8.55051061	8.68322601	6.95557726	9.18994135	8.64965932
DDB_G0267782	5.56494386	5.77752058	5.78774359	5.56494386	5.56494386	5.56494386
DDB_G0267784	8.64655813	8.4760933	8.43995685	8.29601884	8.20970967	8.37539249
DDB_G0267786	9.94022293	9.9197307	9.77023166	11.33513465	10.16793409	10.57952655
DDB_G0267788	9.21276307	9.26956931	9.32538797	8.82780458	9.0414976	8.67484389
DDB_G0267790	7.64650236	7.61863966	7.4778575	7.91697513	6.99189221	6.95474548
DDB_G0267792	6.46383676	6.89611799	6.62225783	6.48508041	6.52750709	6.41074295
DDB_G0267794	9.12453266	9.25741244	9.25862349	9.98044304	9.59863285	9.85356385
DDB_G0267796	10.8230416	10.73184376	10.78067711	11.43034481	11.1244598	12.00617769
DDB_G0267798	9.64406201	9.5539968	9.58435995	8.40660827	9.12188687	8.95463508
DDB_G0267800	7.99263806	8.09744546	8.11785716	7.99097907	7.83417447	8.19734277
DDB_G0267804	9.94755577	9.92739672	9.95796552	10.26229507	10.07224	9.97079735
DDB_G0267808	7.22520558	7.15809717	7.30928688	6.95557726	7.28162193	7.65950779
DDB_G0267810	7.3852614	7.38105204	7.53561013	7.29472958	7.53485344	7.60573813
DDB_G0267812	5.92698267	5.77752058	5.87971872	5.82414251	5.83142766	6.05788816
DDB_G0267814	7.07701407	7.1463536	7.29222202	6.93453184	7.26495573	7.01027393
DDB_G0267816	9.65844953	9.61231303	9.75704999	9.55468663	9.76550425	9.44493107
DDB_G0267818	8.49250491	8.53431299	8.49396259	8.98584196	8.69355623	8.65978743
DDB_G0267820	8.3006969	8.40643181	8.35352199	8.60444063	8.4708881	8.78521371
DDB_G0267822	8.42150566	8.46757406	8.47307871	9.39896636	8.82972455	8.58730454
DDB_G0267824	9.52540683	9.58927078	9.4826641	9.83518588	9.45390688	9.37049206
DDB_G0267826	7.42218917	7.42858776	7.40170289	6.66913578	7.13184062	6.81264096
DDB_G0267828	8.35119491	8.19972954	8.37877239	7.60757839	8.00468741	7.47881142
DDB_G0267830	9.24896441	9.25252051	9.36200372	9.93363802	9.45390688	9.42152986
DDB_G0267832	7.17043218	7.22617357	7.23951834	6.66913578	6.92600943	6.69733864
DDB_G0267834	7.71330805	7.81208705	7.59533947	7.45416489	7.71087468	7.63826858
DDB_G0267836	7.94491507	7.98074852	7.82506523	7.808015	7.69906772	8.31855959
DDB_G0267838	8.54052908	8.55853955	8.65271975	8.47782497	8.3951001	8.23210028
DDB_G0267840	11.17262936	10.94665322	11.34591889	9.82788826	10.56694875	10.6043274
DDB_G0267842	6.94811159	6.85070935	7.0009917	6.58194489	7.04390713	7.02817455
DDB_G0267844	7.44024765	7.40979258	7.62638092	6.24531916	6.78037656	6.74510652
DDB_G0267846	9.38522518	9.40570459	9.23429276	8.75721715	8.81930225	8.91730065
DDB_G0267848	8.8244581	8.65892933	8.61310128	9.04611686	8.77951827	8.83953943
DDB_G0267850	11.35375626	11.5011543	11.58308296	12.44508801	11.71189101	11.62020232
DDB_G0267852	6.92039073	6.99505145	6.80735414	7.16390043	7.01299361	7.19308532
