File,RT,feature,mz,mode,Intensity
04_Ax2_R1.mzML,161.750574,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,161.750574,PCP,225.1121,pos,0.0
04_Ax2_R1.mzML,161.750574,MPBD,195.138,pos,37637.17578125
04_Ax2_R1.mzML,161.750574,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,161.750574,Discadenine,305.1721,pos,8994816.0
04_Ax2_R1.mzML,161.750574,Discoidol,223.2056,pos,62303.2578125
04_Ax2_R1.mzML,161.750574,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,161.750574,Leucine,132.1019,pos,568922.3125
04_Ax2_R1.mzML,161.750574,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,162.93057,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,162.93057,PCP,225.1121,pos,139459.0
04_Ax2_R1.mzML,162.93057,MPBD,195.138,pos,42273.59375
04_Ax2_R1.mzML,162.93057,Dictyodene,301.1798,pos,20905.5625
04_Ax2_R1.mzML,162.93057,Discadenine,305.1721,pos,7391388.0
04_Ax2_R1.mzML,162.93057,Discoidol,223.2056,pos,67066.4375
04_Ax2_R1.mzML,162.93057,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,162.93057,Leucine,132.1019,pos,499393.96875
04_Ax2_R1.mzML,162.93057,Mevaloic acid,149.0808,pos,26990.849609375
04_Ax2_R1.mzML,164.108316,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,164.108316,PCP,225.1121,pos,132792.84375
04_Ax2_R1.mzML,164.108316,MPBD,195.138,pos,40937.390625
04_Ax2_R1.mzML,164.108316,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,164.108316,Discadenine,305.1721,pos,7497103.0
04_Ax2_R1.mzML,164.108316,Discoidol,223.2056,pos,94637.8203125
04_Ax2_R1.mzML,164.108316,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,164.108316,Leucine,132.1019,pos,482177.0
04_Ax2_R1.mzML,164.108316,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,165.28305,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,165.28305,PCP,225.1121,pos,142612.8125
04_Ax2_R1.mzML,165.28305,MPBD,195.138,pos,45074.4921875
04_Ax2_R1.mzML,165.28305,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,165.28305,Discadenine,305.1721,pos,6525442.0
04_Ax2_R1.mzML,165.28305,Discoidol,223.2056,pos,85882.65625
04_Ax2_R1.mzML,165.28305,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,165.28305,Leucine,132.1019,pos,477645.3125
04_Ax2_R1.mzML,165.28305,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,166.4568,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,166.4568,PCP,225.1121,pos,0.0
04_Ax2_R1.mzML,166.4568,MPBD,195.138,pos,32817.0390625
04_Ax2_R1.mzML,166.4568,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,166.4568,Discadenine,305.1721,pos,5477542.0
04_Ax2_R1.mzML,166.4568,Discoidol,223.2056,pos,107590.390625
04_Ax2_R1.mzML,166.4568,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,166.4568,Leucine,132.1019,pos,477846.4375
04_Ax2_R1.mzML,166.4568,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,167.64729,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,167.64729,PCP,225.1121,pos,27711.369140625
04_Ax2_R1.mzML,167.64729,MPBD,195.138,pos,36499.62109375
04_Ax2_R1.mzML,167.64729,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,167.64729,Discadenine,305.1721,pos,4904034.5
04_Ax2_R1.mzML,167.64729,Discoidol,223.2056,pos,80568.984375
04_Ax2_R1.mzML,167.64729,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,167.64729,Leucine,132.1019,pos,532617.4375
04_Ax2_R1.mzML,167.64729,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,168.820152,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,168.820152,PCP,225.1121,pos,33123.80859375
04_Ax2_R1.mzML,168.820152,MPBD,195.138,pos,35144.34765625
04_Ax2_R1.mzML,168.820152,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,168.820152,Discadenine,305.1721,pos,4052718.75
04_Ax2_R1.mzML,168.820152,Discoidol,223.2056,pos,92482.546875
04_Ax2_R1.mzML,168.820152,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,168.820152,Leucine,132.1019,pos,511607.5
04_Ax2_R1.mzML,168.820152,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,169.992768,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,169.992768,PCP,225.1121,pos,0.0
04_Ax2_R1.mzML,169.992768,MPBD,195.138,pos,30963.40625
04_Ax2_R1.mzML,169.992768,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,169.992768,Discadenine,305.1721,pos,3644324.75
04_Ax2_R1.mzML,169.992768,Discoidol,223.2056,pos,53986.7734375
04_Ax2_R1.mzML,169.992768,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,169.992768,Leucine,132.1019,pos,512430.625
04_Ax2_R1.mzML,169.992768,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,171.156762,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,171.156762,PCP,225.1121,pos,37976.88671875
04_Ax2_R1.mzML,171.156762,MPBD,195.138,pos,39345.30859375
04_Ax2_R1.mzML,171.156762,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,171.156762,Discadenine,305.1721,pos,3507661.5
04_Ax2_R1.mzML,171.156762,Discoidol,223.2056,pos,52758.71875
04_Ax2_R1.mzML,171.156762,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,171.156762,Leucine,132.1019,pos,446342.90625
04_Ax2_R1.mzML,171.156762,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,172.354758,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,172.354758,PCP,225.1121,pos,18201.912109375
04_Ax2_R1.mzML,172.354758,MPBD,195.138,pos,27468.923828125
04_Ax2_R1.mzML,172.354758,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,172.354758,Discadenine,305.1721,pos,3032953.75
04_Ax2_R1.mzML,172.354758,Discoidol,223.2056,pos,74217.453125
04_Ax2_R1.mzML,172.354758,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,172.354758,Leucine,132.1019,pos,499814.8125
04_Ax2_R1.mzML,172.354758,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,173.50737,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,173.50737,PCP,225.1121,pos,0.0
04_Ax2_R1.mzML,173.50737,MPBD,195.138,pos,28485.05859375
04_Ax2_R1.mzML,173.50737,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,173.50737,Discadenine,305.1721,pos,2866441.25
04_Ax2_R1.mzML,173.50737,Discoidol,223.2056,pos,73564.328125
04_Ax2_R1.mzML,173.50737,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,173.50737,Leucine,132.1019,pos,659958.6875
04_Ax2_R1.mzML,173.50737,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,174.655362,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,174.655362,PCP,225.1121,pos,0.0
04_Ax2_R1.mzML,174.655362,MPBD,195.138,pos,0.0
04_Ax2_R1.mzML,174.655362,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,174.655362,Discadenine,305.1721,pos,2671867.25
04_Ax2_R1.mzML,174.655362,Discoidol,223.2056,pos,53209.3984375
04_Ax2_R1.mzML,174.655362,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,174.655362,Leucine,132.1019,pos,666460.5625
04_Ax2_R1.mzML,174.655362,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,175.803972,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,175.803972,PCP,225.1121,pos,38989.30859375
04_Ax2_R1.mzML,175.803972,MPBD,195.138,pos,0.0
04_Ax2_R1.mzML,175.803972,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,175.803972,Discadenine,305.1721,pos,2618783.5
04_Ax2_R1.mzML,175.803972,Discoidol,223.2056,pos,71258.0625
04_Ax2_R1.mzML,175.803972,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,175.803972,Leucine,132.1019,pos,750415.9375
04_Ax2_R1.mzML,175.803972,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,176.952972,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,176.952972,PCP,225.1121,pos,0.0
04_Ax2_R1.mzML,176.952972,MPBD,195.138,pos,55954.0234375
04_Ax2_R1.mzML,176.952972,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,176.952972,Discadenine,305.1721,pos,2103670.75
04_Ax2_R1.mzML,176.952972,Discoidol,223.2056,pos,123959.921875
04_Ax2_R1.mzML,176.952972,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,176.952972,Leucine,132.1019,pos,648563.8125
04_Ax2_R1.mzML,176.952972,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,178.110714,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,178.110714,PCP,225.1121,pos,77595.8125
04_Ax2_R1.mzML,178.110714,MPBD,195.138,pos,0.0
04_Ax2_R1.mzML,178.110714,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,178.110714,Discadenine,305.1721,pos,1817957.375
04_Ax2_R1.mzML,178.110714,Discoidol,223.2056,pos,74478.078125
04_Ax2_R1.mzML,178.110714,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,178.110714,Leucine,132.1019,pos,1074962.125
04_Ax2_R1.mzML,178.110714,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,179.274204,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,179.274204,PCP,225.1121,pos,25071.064453125
04_Ax2_R1.mzML,179.274204,MPBD,195.138,pos,54344.01171875
04_Ax2_R1.mzML,179.274204,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,179.274204,Discadenine,305.1721,pos,1830171.125
04_Ax2_R1.mzML,179.274204,Discoidol,223.2056,pos,79991.453125
04_Ax2_R1.mzML,179.274204,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,179.274204,Leucine,132.1019,pos,1266861.875
04_Ax2_R1.mzML,179.274204,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,180.433698,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,180.433698,PCP,225.1121,pos,0.0
04_Ax2_R1.mzML,180.433698,MPBD,195.138,pos,77594.609375
04_Ax2_R1.mzML,180.433698,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,180.433698,Discadenine,305.1721,pos,1446602.0
04_Ax2_R1.mzML,180.433698,Discoidol,223.2056,pos,74430.28125
04_Ax2_R1.mzML,180.433698,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,180.433698,Leucine,132.1019,pos,669432.625
04_Ax2_R1.mzML,180.433698,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,181.585932,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,181.585932,PCP,225.1121,pos,0.0
04_Ax2_R1.mzML,181.585932,MPBD,195.138,pos,0.0
04_Ax2_R1.mzML,181.585932,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,181.585932,Discadenine,305.1721,pos,1307686.375
04_Ax2_R1.mzML,181.585932,Discoidol,223.2056,pos,123888.5546875
04_Ax2_R1.mzML,181.585932,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,181.585932,Leucine,132.1019,pos,487008.375
04_Ax2_R1.mzML,181.585932,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,182.755308,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,182.755308,PCP,225.1121,pos,0.0
04_Ax2_R1.mzML,182.755308,MPBD,195.138,pos,0.0
04_Ax2_R1.mzML,182.755308,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,182.755308,Discadenine,305.1721,pos,1255281.375
04_Ax2_R1.mzML,182.755308,Discoidol,223.2056,pos,114177.375
04_Ax2_R1.mzML,182.755308,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,182.755308,Leucine,132.1019,pos,457806.5625
04_Ax2_R1.mzML,182.755308,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,183.907302,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,183.907302,PCP,225.1121,pos,0.0
04_Ax2_R1.mzML,183.907302,MPBD,195.138,pos,34207.15234375
04_Ax2_R1.mzML,183.907302,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,183.907302,Discadenine,305.1721,pos,1111593.875
04_Ax2_R1.mzML,183.907302,Discoidol,223.2056,pos,79917.0
04_Ax2_R1.mzML,183.907302,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,183.907302,Leucine,132.1019,pos,375482.9375
04_Ax2_R1.mzML,183.907302,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,185.064156,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,185.064156,PCP,225.1121,pos,24936.779296875
04_Ax2_R1.mzML,185.064156,MPBD,195.138,pos,47857.234375
04_Ax2_R1.mzML,185.064156,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,185.064156,Discadenine,305.1721,pos,1038740.1875
04_Ax2_R1.mzML,185.064156,Discoidol,223.2056,pos,66178.15625
04_Ax2_R1.mzML,185.064156,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,185.064156,Leucine,132.1019,pos,456512.875
04_Ax2_R1.mzML,185.064156,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,186.224406,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,186.224406,PCP,225.1121,pos,18700.501953125
04_Ax2_R1.mzML,186.224406,MPBD,195.138,pos,38853.66015625
04_Ax2_R1.mzML,186.224406,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,186.224406,Discadenine,305.1721,pos,878517.6875
04_Ax2_R1.mzML,186.224406,Discoidol,223.2056,pos,68094.0703125
04_Ax2_R1.mzML,186.224406,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,186.224406,Leucine,132.1019,pos,820226.125
04_Ax2_R1.mzML,186.224406,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,187.409526,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,187.409526,PCP,225.1121,pos,47876.13671875
04_Ax2_R1.mzML,187.409526,MPBD,195.138,pos,57139.14453125
04_Ax2_R1.mzML,187.409526,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,187.409526,Discadenine,305.1721,pos,882959.9375
04_Ax2_R1.mzML,187.409526,Discoidol,223.2056,pos,43906.11328125
04_Ax2_R1.mzML,187.409526,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,187.409526,Leucine,132.1019,pos,1210520.25
04_Ax2_R1.mzML,187.409526,Mevaloic acid,149.0808,pos,13776.42578125
04_Ax2_R1.mzML,188.572128,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,188.572128,PCP,225.1121,pos,58530.015625
04_Ax2_R1.mzML,188.572128,MPBD,195.138,pos,48098.78515625
04_Ax2_R1.mzML,188.572128,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,188.572128,Discadenine,305.1721,pos,858280.8125
04_Ax2_R1.mzML,188.572128,Discoidol,223.2056,pos,74451.0546875
04_Ax2_R1.mzML,188.572128,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,188.572128,Leucine,132.1019,pos,863224.25
04_Ax2_R1.mzML,188.572128,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,189.728016,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,189.728016,PCP,225.1121,pos,49690.5703125
04_Ax2_R1.mzML,189.728016,MPBD,195.138,pos,99034.1953125
04_Ax2_R1.mzML,189.728016,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,189.728016,Discadenine,305.1721,pos,665526.6875
04_Ax2_R1.mzML,189.728016,Discoidol,223.2056,pos,91105.8984375
04_Ax2_R1.mzML,189.728016,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,189.728016,Leucine,132.1019,pos,477314.28125
04_Ax2_R1.mzML,189.728016,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,190.885116,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,190.885116,PCP,225.1121,pos,39762.4375
04_Ax2_R1.mzML,190.885116,MPBD,195.138,pos,125910.6171875
04_Ax2_R1.mzML,190.885116,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,190.885116,Discadenine,305.1721,pos,761499.0
04_Ax2_R1.mzML,190.885116,Discoidol,223.2056,pos,91367.6015625
04_Ax2_R1.mzML,190.885116,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,190.885116,Leucine,132.1019,pos,485327.09375
04_Ax2_R1.mzML,190.885116,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,192.060492,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,192.060492,PCP,225.1121,pos,0.0
04_Ax2_R1.mzML,192.060492,MPBD,195.138,pos,56264.98046875
04_Ax2_R1.mzML,192.060492,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,192.060492,Discadenine,305.1721,pos,861901.9375
04_Ax2_R1.mzML,192.060492,Discoidol,223.2056,pos,144758.09375
04_Ax2_R1.mzML,192.060492,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,192.060492,Leucine,132.1019,pos,564579.75
04_Ax2_R1.mzML,192.060492,Mevaloic acid,149.0808,pos,22307.28125
04_Ax2_R1.mzML,193.216608,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,193.216608,PCP,225.1121,pos,33298.79296875
04_Ax2_R1.mzML,193.216608,MPBD,195.138,pos,87930.6015625
04_Ax2_R1.mzML,193.216608,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,193.216608,Discadenine,305.1721,pos,873580.1875
04_Ax2_R1.mzML,193.216608,Discoidol,223.2056,pos,78588.375
04_Ax2_R1.mzML,193.216608,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,193.216608,Leucine,132.1019,pos,876425.875
04_Ax2_R1.mzML,193.216608,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,194.379474,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,194.379474,PCP,225.1121,pos,58205.53515625
04_Ax2_R1.mzML,194.379474,MPBD,195.138,pos,32258.490234375
04_Ax2_R1.mzML,194.379474,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,194.379474,Discadenine,305.1721,pos,672814.9375
04_Ax2_R1.mzML,194.379474,Discoidol,223.2056,pos,67036.6484375
04_Ax2_R1.mzML,194.379474,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,194.379474,Leucine,132.1019,pos,585346.125
04_Ax2_R1.mzML,194.379474,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,195.546966,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,195.546966,PCP,225.1121,pos,67767.3046875
04_Ax2_R1.mzML,195.546966,MPBD,195.138,pos,76084.28125
04_Ax2_R1.mzML,195.546966,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,195.546966,Discadenine,305.1721,pos,587035.0625
04_Ax2_R1.mzML,195.546966,Discoidol,223.2056,pos,95508.1328125
04_Ax2_R1.mzML,195.546966,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,195.546966,Leucine,132.1019,pos,426479.90625
04_Ax2_R1.mzML,195.546966,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,196.713846,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,196.713846,PCP,225.1121,pos,0.0
04_Ax2_R1.mzML,196.713846,MPBD,195.138,pos,59147.95703125
04_Ax2_R1.mzML,196.713846,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,196.713846,Discadenine,305.1721,pos,589379.875
04_Ax2_R1.mzML,196.713846,Discoidol,223.2056,pos,56582.71484375
04_Ax2_R1.mzML,196.713846,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,196.713846,Leucine,132.1019,pos,331939.1875
04_Ax2_R1.mzML,196.713846,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,197.891196,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,197.891196,PCP,225.1121,pos,19045.123046875
04_Ax2_R1.mzML,197.891196,MPBD,195.138,pos,58590.6875
04_Ax2_R1.mzML,197.891196,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,197.891196,Discadenine,305.1721,pos,497356.9375
04_Ax2_R1.mzML,197.891196,Discoidol,223.2056,pos,96706.890625
04_Ax2_R1.mzML,197.891196,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,197.891196,Leucine,132.1019,pos,328182.875
04_Ax2_R1.mzML,197.891196,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,199.082064,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,199.082064,PCP,225.1121,pos,31027.20703125
04_Ax2_R1.mzML,199.082064,MPBD,195.138,pos,45328.234375
04_Ax2_R1.mzML,199.082064,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,199.082064,Discadenine,305.1721,pos,429361.90625
04_Ax2_R1.mzML,199.082064,Discoidol,223.2056,pos,85486.0078125
04_Ax2_R1.mzML,199.082064,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,199.082064,Leucine,132.1019,pos,307419.34375
04_Ax2_R1.mzML,199.082064,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,200.28393,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,200.28393,PCP,225.1121,pos,46234.32421875
04_Ax2_R1.mzML,200.28393,MPBD,195.138,pos,68498.234375
04_Ax2_R1.mzML,200.28393,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,200.28393,Discadenine,305.1721,pos,332835.9375
04_Ax2_R1.mzML,200.28393,Discoidol,223.2056,pos,67080.765625
04_Ax2_R1.mzML,200.28393,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,200.28393,Leucine,132.1019,pos,277347.4375
04_Ax2_R1.mzML,200.28393,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,201.497046,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,201.497046,PCP,225.1121,pos,38780.81640625
04_Ax2_R1.mzML,201.497046,MPBD,195.138,pos,58677.3671875
04_Ax2_R1.mzML,201.497046,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,201.497046,Discadenine,305.1721,pos,378058.6875
04_Ax2_R1.mzML,201.497046,Discoidol,223.2056,pos,87275.8125
04_Ax2_R1.mzML,201.497046,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,201.497046,Leucine,132.1019,pos,304443.09375
04_Ax2_R1.mzML,201.497046,Mevaloic acid,149.0808,pos,17534.947265625
04_Ax2_R1.mzML,202.720164,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,202.720164,PCP,225.1121,pos,35990.1015625
04_Ax2_R1.mzML,202.720164,MPBD,195.138,pos,61889.609375
04_Ax2_R1.mzML,202.720164,Dictyodene,301.1798,pos,22910.3828125
04_Ax2_R1.mzML,202.720164,Discadenine,305.1721,pos,299650.96875
04_Ax2_R1.mzML,202.720164,Discoidol,223.2056,pos,87323.40625
04_Ax2_R1.mzML,202.720164,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,202.720164,Leucine,132.1019,pos,289344.65625
04_Ax2_R1.mzML,202.720164,Mevaloic acid,149.0808,pos,16639.95703125
04_Ax2_R1.mzML,203.918154,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,203.918154,PCP,225.1121,pos,25506.263671875
04_Ax2_R1.mzML,203.918154,MPBD,195.138,pos,43147.83984375
04_Ax2_R1.mzML,203.918154,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,203.918154,Discadenine,305.1721,pos,352087.03125
04_Ax2_R1.mzML,203.918154,Discoidol,223.2056,pos,72068.6015625
04_Ax2_R1.mzML,203.918154,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,203.918154,Leucine,132.1019,pos,226751.421875
04_Ax2_R1.mzML,203.918154,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,205.09602,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,205.09602,PCP,225.1121,pos,16538.3671875
04_Ax2_R1.mzML,205.09602,MPBD,195.138,pos,44449.00390625
04_Ax2_R1.mzML,205.09602,Dictyodene,301.1798,pos,28770.19921875
04_Ax2_R1.mzML,205.09602,Discadenine,305.1721,pos,310500.71875
04_Ax2_R1.mzML,205.09602,Discoidol,223.2056,pos,90486.1484375
04_Ax2_R1.mzML,205.09602,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,205.09602,Leucine,132.1019,pos,255768.140625
04_Ax2_R1.mzML,205.09602,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,206.264388,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,206.264388,PCP,225.1121,pos,30956.203125
04_Ax2_R1.mzML,206.264388,MPBD,195.138,pos,94369.0234375
04_Ax2_R1.mzML,206.264388,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,206.264388,Discadenine,305.1721,pos,336466.375
04_Ax2_R1.mzML,206.264388,Discoidol,223.2056,pos,95300.171875
04_Ax2_R1.mzML,206.264388,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,206.264388,Leucine,132.1019,pos,306782.5
04_Ax2_R1.mzML,206.264388,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,207.468744,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,207.468744,PCP,225.1121,pos,34842.19921875
04_Ax2_R1.mzML,207.468744,MPBD,195.138,pos,117203.203125
04_Ax2_R1.mzML,207.468744,Dictyodene,301.1798,pos,13135.3359375
04_Ax2_R1.mzML,207.468744,Discadenine,305.1721,pos,287816.96875
04_Ax2_R1.mzML,207.468744,Discoidol,223.2056,pos,65249.46875
04_Ax2_R1.mzML,207.468744,Citric acid,193.0343,pos,0.0
04_Ax2_R1.mzML,207.468744,Leucine,132.1019,pos,455099.5
04_Ax2_R1.mzML,207.468744,Mevaloic acid,149.0808,pos,0.0
04_Ax2_R1.mzML,208.636626,DIF-1,307.0498,pos,0.0
04_Ax2_R1.mzML,208.636626,PCP,225.1121,pos,22243.548828125
04_Ax2_R1.mzML,208.636626,MPBD,195.138,pos,133635.171875
04_Ax2_R1.mzML,208.636626,Dictyodene,301.1798,pos,0.0
04_Ax2_R1.mzML,208.636626,Discadenine,305.1721,pos,393665.1875
04_Ax2_R1.mzML,208.636626,Discoidol,223.2056,pos,81287.546875
04_Ax2_R1.mzML,208.636626,Citric acid,193.0343,pos,0.0
